Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q28. Summary: Agree - To what extent do you agree or disagree, if at all, with the following statements relating to climate change?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Climate change will reduce the quality of life for future generations,4093,1890,2177,576,713,645,643,633,884,1289,1288,1517,541,192,393,407,355,413,699,459,635,1365,2728,984,1411,776,589,333,2396,1698,2247,1818,3365,96,386,160,70,2622,1427,801,731,3665,344,2591,1391,3053,997,2131,693,819,619,1454,2480,1491,2740,1231
,,0.66,0.63,0.68,0.7,0.69,0.64,0.64,0.66,0.63,0.69,0.64,0.64,0.66,0.65,0.64,0.63,0.66,0.65,0.68,0.66,0.66,0.63,0.67,0.69,0.68,0.62,0.63,0.6,0.68,0.62,0.63,0.7,0.65,0.73,0.69,0.66,0.54,0.65,0.66,0.66,0.69,0.65,0.71,0.68,0.63,0.68,0.6,0.69,0.71,0.67,0.69,0.62,0.68,0.63,0.79,0.49
,,,,a,cdfhi,cdfhi,,,,,cdfhi,,,,,,,,,d,,,,a,cdeg,cdeg,,,,cdeg,,,a,,ade,e,,,,,,,,a,b,,b,,e,ce,e,e,,b,,b,
,"Individual action to address climate change (e.g. recycling, using public transport, having fewer holidays abroad) makes a positive difference",4003,1885,2092,512,654,608,626,636,967,1166,1234,1603,522,190,385,405,345,398,678,464,618,1320,2684,1009,1357,758,569,311,2366,1638,2197,1782,3292,88,358,167,77,2598,1358,745,707,3595,319,2597,1287,3030,935,2128,717,813,598,1377,2493,1389,2634,1238
,,0.64,0.63,0.65,0.62,0.63,0.61,0.62,0.66,0.69,0.63,0.61,0.68,0.64,0.65,0.63,0.63,0.64,0.62,0.66,0.66,0.64,0.61,0.66,0.71,0.65,0.61,0.61,0.56,0.67,0.6,0.61,0.68,0.64,0.68,0.64,0.69,0.59,0.65,0.63,0.61,0.66,0.64,0.66,0.68,0.59,0.68,0.56,0.68,0.73,0.66,0.67,0.59,0.69,0.58,0.76,0.5
,,,,a,,,,,cgh,abcdgh,,,abcdgh,,,,,,,,,,,a,bcdefg,ceg,,,,cdeg,,,a,,,,a,,c,,,c,,,b,,b,,e,acde,e,e,,b,,b,
,The impacts of climate change will make health inequalities worse,3574,1716,1834,508,636,563,593,520,755,1144,1156,1275,472,165,342,381,287,357,612,388,570,1200,2375,853,1232,683,529,278,2084,1490,1931,1620,2915,87,343,142,72,2275,1254,727,611,3199,298,2276,1205,2694,844,1928,634,730,564,1245,2210,1269,2497,995
,,0.57,0.57,0.57,0.62,0.61,0.56,0.59,0.54,0.54,0.61,0.57,0.54,0.58,0.56,0.56,0.59,0.53,0.56,0.6,0.56,0.59,0.56,0.58,0.6,0.59,0.55,0.57,0.5,0.59,0.55,0.54,0.62,0.57,0.66,0.61,0.59,0.55,0.57,0.58,0.6,0.57,0.57,0.61,0.6,0.55,0.6,0.51,0.62,0.65,0.59,0.63,0.53,0.61,0.53,0.72,0.4
,,,,,cefhi,cefhi,,efi,,,cefhi,fi,,,,,e,,,e,,e,,,ceg,ceg,,e,,ceg,,,a,,ad,a,,,,,,,,,b,,b,,e,ce,e,e,,b,,b,
,"Media coverage of the impact of climate change (e.g. wildfires, floods, extreme heatwaves) has made addressing climate change more important to me personally",3324,1536,1768,468,598,522,525,498,713,1066,1046,1211,439,145,325,347,276,346,556,348,543,1113,2210,818,1108,635,516,247,1926,1398,1813,1484,2675,74,341,148,70,2125,1157,652,568,2984,271,2221,1012,2600,692,1867,608,739,520,1068,2140,1094,2409,837
,,0.53,0.51,0.55,0.57,0.57,0.52,0.52,0.52,0.51,0.57,0.52,0.51,0.54,0.49,0.53,0.54,0.51,0.54,0.54,0.5,0.56,0.52,0.54,0.57,0.53,0.51,0.55,0.45,0.55,0.51,0.51,0.57,0.52,0.57,0.61,0.61,0.54,0.53,0.54,0.54,0.53,0.53,0.56,0.58,0.46,0.58,0.41,0.6,0.62,0.6,0.58,0.46,0.59,0.46,0.69,0.34
,,,,a,cefhi,cdefhi,,,,,cdefhi,,,,,,,,,,,bh,,,bceg,e,e,e,,ceg,e,,a,,,a,a,,,,,,,,b,,b,,e,e,e,e,,b,,b,
,I am personally motivated to engage in action to address climate change,3145,1460,1666,477,607,504,486,462,608,1085,990,1070,418,144,302,349,260,305,519,328,520,1092,2054,790,1061,604,451,238,1851,1294,1636,1494,2489,77,328,152,82,2018,1099,626,529,2805,274,2159,926,2515,605,1876,637,721,518,901,2099,961,2376,711
,,0.5,0.49,0.52,0.58,0.58,0.5,0.48,0.48,0.43,0.58,0.49,0.45,0.51,0.49,0.49,0.54,0.48,0.48,0.51,0.47,0.54,0.51,0.5,0.55,0.51,0.49,0.48,0.43,0.53,0.47,0.46,0.57,0.48,0.59,0.59,0.63,0.63,0.5,0.51,0.51,0.5,0.5,0.56,0.57,0.42,0.56,0.36,0.6,0.65,0.59,0.58,0.38,0.58,0.4,0.68,0.28
,,,,a,cdefhi,cdefhi,fi,f,f,,cdefhi,fi,,,,,efh,,,,,efh,,,bcdefg,eg,,,,cdeg,,,a,,a,a,a,,,,,,,a,b,,b,,e,acde,e,e,,b,,b,
,I am optimistic that we can still prevent the worst long-term effects of climate change,3011,1441,1557,428,588,473,458,433,631,1016,930,1065,408,150,281,311,277,281,487,303,513,1068,1943,747,992,596,455,221,1739,1272,1653,1335,2378,79,316,152,68,2014,964,519,466,2736,211,2083,859,2393,595,1734,588,651,495,935,2026,901,1904,1024
,,0.48,0.48,0.49,0.52,0.56,0.47,0.45,0.45,0.45,0.55,0.46,0.45,0.5,0.51,0.46,0.48,0.51,0.44,0.47,0.43,0.53,0.5,0.48,0.52,0.48,0.48,0.49,0.4,0.5,0.47,0.46,0.51,0.46,0.6,0.57,0.62,0.52,0.5,0.45,0.43,0.44,0.49,0.43,0.55,0.39,0.53,0.36,0.56,0.6,0.53,0.55,0.4,0.56,0.38,0.55,0.41
,,,,,cdefhi,cdefhi,,,,,cdefhi,,,fh,fh,,,fh,,,,cfgh,,,bcefg,e,e,e,,eg,e,,a,,a,a,a,,bcd,,,,b,,b,,b,,e,acde,e,e,,b,,b,
,Addressing climate change is a top political priority for me,2985,1453,1511,426,559,469,449,444,637,985,919,1081,389,141,283,315,248,291,523,311,483,1057,1927,755,999,548,452,229,1755,1230,1585,1378,2373,81,300,137,75,1894,1054,603,508,2662,251,1982,924,2337,614,1715,588,651,476,944,1945,956,2365,559
,,0.48,0.48,0.47,0.52,0.54,0.47,0.45,0.46,0.45,0.53,0.46,0.46,0.48,0.48,0.46,0.49,0.46,0.45,0.51,0.45,0.5,0.49,0.47,0.53,0.48,0.44,0.48,0.41,0.5,0.45,0.44,0.53,0.46,0.62,0.54,0.56,0.58,0.47,0.49,0.5,0.48,0.47,0.52,0.52,0.42,0.52,0.37,0.55,0.6,0.53,0.53,0.4,0.53,0.4,0.68,0.22
