Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1a. You told us you feel you're a part of your local community.What would you say are the benefits of being involved with your local community?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who say they feel like they are part of their local community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,*b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,5632,2660,2952,594,1061,1140,813,1119,905,1655,1953,2024,1785,3847,1924,1771,1007,600,330,3695,1937,2722,2883,4735,161,337,346,37,3761,1814,1025,873,5115,430,5632,0,5343,269,3574,1288,1473,813,1368,4461,1098,3436,2069
,Total,5517,2793,2705,731,915,855,829,860,1327,1646,1685,2187,1811,3706,1384,1801,1136,804,391,3186,2331,3006,2481,4575,101,498,209,119,3648,1812,967,903,5029,390,5517,0,5213,283,3414,1235,1383,796,1438,4319,1122,3315,2068
,Feeling safer in my local area,3270,1609,1651,379,532,493,512,518,837,910,1005,1355,1077,2194,816,1057,701,474,222,1874,1397,1802,1457,2726,56,287,131,64,2200,1041,557,534,2995,224,3270,0,3149,113,1969,640,808,520,868,2651,586,2007,1187
,,0.59,0.58,0.61,0.52,0.58,0.58,0.62,0.6,0.63,0.55,0.6,0.62,0.59,0.59,0.59,0.59,0.62,0.59,0.57,0.59,0.6,0.6,0.59,0.6,0.55,0.58,0.62,0.53,0.6,0.57,0.58,0.59,0.6,0.57,0.59,0,0.6,0.4,0.58,0.52,0.58,0.65,0.6,0.61,0.52,0.61,0.57
,,,,a,,a,a,ag,ag,abcg,,ag,abcg,,,,,,,,,,,,,,,,,b,,,,,,,,b,,b,,b,abce,b,b,,b,
,Having more awareness of what is happening in my local area,3226,1600,1613,302,478,473,474,577,923,780,947,1500,927,2300,873,1087,644,423,200,1960,1267,1709,1504,2755,49,255,114,46,2147,1049,524,565,2978,208,3226,0,3103,115,1965,697,802,465,831,2543,647,1900,1250
,,0.58,0.57,0.6,0.41,0.52,0.55,0.57,0.67,0.7,0.47,0.56,0.69,0.51,0.62,0.63,0.6,0.57,0.53,0.51,0.62,0.54,0.57,0.61,0.6,0.49,0.51,0.54,0.39,0.59,0.58,0.54,0.63,0.59,0.53,0.58,0,0.6,0.41,0.58,0.56,0.58,0.58,0.58,0.59,0.58,0.57,0.6
,,,,,,ag,ag,abg,abcdgh,abcdgh,a,abg,abcdgh,,a,cdeg,deg,,,,cdeg,,,a,bcde,,,,,c,,,abc,b,,,,b,,,,,,,,,,a
,Greater sense of belonging in my local area,3044,1553,1479,345,428,461,460,518,832,773,921,1349,916,2128,828,1017,621,403,174,1845,1198,1598,1434,2582,46,260,100,49,2064,950,488,509,2805,197,3044,0,2945,93,1904,710,762,432,757,2452,565,1794,1187
,,0.55,0.56,0.55,0.47,0.47,0.54,0.55,0.6,0.63,0.47,0.55,0.62,0.51,0.57,0.6,0.56,0.55,0.5,0.45,0.58,0.51,0.53,0.58,0.56,0.46,0.52,0.48,0.41,0.57,0.52,0.5,0.56,0.56,0.5,0.55,0,0.56,0.33,0.56,0.57,0.55,0.54,0.53,0.57,0.5,0.54,0.57
,,,,,,,abg,abg,abcdgh,abcdgh,,abg,abcdgh,,a,bcdeg,deg,e,,,deg,e,,a,bd,,,,,bc,,,c,b,,,,b,,e,e,,,,b,,,a
,Provides opportunities to meet people,2509,1294,1206,266,397,378,358,405,705,662,737,1110,776,1732,726,790,534,309,150,1516,993,1286,1217,2099,40,211,94,59,1666,823,418,455,2315,160,2509,0,2438,65,1681,626,669,385,523,2020,469,1473,981
,,0.45,0.46,0.45,0.36,0.43,0.44,0.43,0.47,0.53,0.4,0.44,0.51,0.43,0.47,0.52,0.44,0.47,0.38,0.38,0.48,0.43,0.43,0.49,0.46,0.4,0.42,0.45,0.5,0.46,0.45,0.43,0.5,0.46,0.41,0.45,0,0.47,0.23,0.49,0.51,0.48,0.48,0.36,0.47,0.42,0.44,0.47
,,,,,,a,ag,a,ag,abcdegh,,ag,abcdgh,,a,bcdefg,d,deg,,,bdeg,,,a,,,,,,,,,abc,b,,,,b,,e,e,e,e,,b,,,a
,Better for my wellbeing,2348,1187,1151,257,373,378,367,400,573,630,745,973,713,1635,627,758,471,322,170,1385,963,1197,1143,1957,42,212,89,43,1526,795,441,404,2136,176,2348,0,2276,67,1570,614,606,349,506,1927,407,1508,799
,,0.43,0.42,0.43,0.35,0.41,0.44,0.44,0.47,0.43,0.38,0.44,0.44,0.39,0.44,0.45,0.42,0.41,0.4,0.43,0.43,0.41,0.4,0.46,0.43,0.42,0.43,0.43,0.36,0.42,0.44,0.46,0.45,0.42,0.45,0.43,0,0.44,0.24,0.46,0.5,0.44,0.44,0.35,0.45,0.36,0.45,0.39
,,,,,,a,ag,ag,abg,ag,,ag,abg,,a,cdg,,,,,,,,a,,,,,,,,a,,,,,,b,,e,acde,e,e,,b,,b,
,Greater sense of pride in my local area,2226,1222,993,181,337,328,346,412,623,518,673,1035,613,1613,659,696,442,296,134,1354,872,1145,1073,1913,43,161,68,38,1509,695,350,379,2022,166,2226,0,2169,50,1436,576,566,295,515,1821,385,1341,837
,,0.4,0.44,0.37,0.25,0.37,0.38,0.42,0.48,0.47,0.31,0.4,0.47,0.34,0.44,0.48,0.39,0.39,0.37,0.34,0.43,0.37,0.38,0.43,0.42,0.43,0.32,0.33,0.32,0.41,0.38,0.36,0.42,0.4,0.43,0.4,0,0.42,0.18,0.42,0.47,0.41,0.37,0.36,0.42,0.34,0.4,0.4
,,,b,,,ag,ag,abg,abcdgh,abcdgh,a,ag,abcdgh,,a,bcdefg,,,,,bcdeg,,,a,cd,cd,,,,bc,,,c,,,,,b,,de,acde,e,,,b,,,
,Having a local support system,2179,1007,1165,253,384,376,349,341,477,637,724,818,699,1480,589,678,467,279,166,1267,912,1129,1041,1802,39,214,76,43,1366,788,434,397,1990,156,2179,0,2124,50,1470,557,584,329,462,1779,389,1362,782
,,0.39,0.36,0.43,0.35,0.42,0.44,0.42,0.4,0.36,0.39,0.43,0.37,0.39,0.4,0.43,0.38,0.41,0.35,0.43,0.4,0.39,0.38,0.42,0.39,0.39,0.43,0.36,0.36,0.37,0.43,0.45,0.44,0.4,0.4,0.39,0,0.41,0.18,0.43,0.45,0.42,0.41,0.32,0.41,0.35,0.41,0.38
,,,,a,,afi,aefgi,afi,a,,,afgi,,,,bdfg,,d,,d,d,,,a,,,,,,,a,a,a,,,,,b,,e,e,e,e,,b,,b,
,Being able to have a positive impact on my local area,2008,1064,933,232,368,356,307,308,436,600,663,744,600,1408,613,637,398,240,120,1250,758,994,1005,1648,38,196,84,38,1331,659,362,326,1819,151,2008,0,1961,46,1486,604,568,313,319,1649,346,1288,687
,,0.36,0.38,0.34,0.32,0.4,0.42,0.37,0.36,0.33,0.36,0.39,0.34,0.33,0.38,0.44,0.35,0.35,0.3,0.31,0.39,0.33,0.33,0.41,0.36,0.38,0.39,0.4,0.32,0.36,0.36,0.37,0.36,0.36,0.39,0.36,0,0.38,0.16,0.44,0.49,0.41,0.39,0.22,0.38,0.31,0.39,0.33
,,,b,,,aefgi,adefgi,a,,,a,afi,,,a,bcdefg,d,d,,,bcdeg,,,a,,,,,,,,,,,,,,b,,de,acde,e,e,,b,,b,
,Other,11,8,2,0,0,1,0,3,7,0,1,10,3,7,2,4,1,2,1,6,4,7,4,10,0,0,*,0,5,5,2,5,11,0,11,0,10,*,7,6,1,0,2,6,4,5,5
,,*%,*%,*%,0,0,*%,0,*%,0.01,0,*%,*%,*%,*%,*%,*%,*%,*%,*%,*%,*%,*%,*%,*%,0,0,*%,0,*%,*%,*%,0.01,*%,0,*%,0,*%,*%,*%,*%,*%,0,*%,*%,*%,*%,*%
,,,,,,,,,g,bdgh,,,bgh,,,,,,,,,,,,,,,,,,,,a,,,,,,,,d,,,,,,,
,None of these,52,21,31,2,8,10,8,7,16,10,18,24,26,26,5,15,8,19,4,20,32,43,7,43,0,3,2,3,32,18,7,6,48,4,52,0,33,19,17,6,7,3,33,18,33,30,21
,,0.01,0.01,0.01,*%,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.01,0.02,0.01,0.01,0.01,0.01,*%,0.01,0,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.07,*%,*%,0.01,*%,0.02,*%,0.03,0.01,0.01
,,,,,,,,,,,,,,b,,,a,,abcf,,,af,b,,,,,,b,,,,,,,,,,a,,,,,abcd,,a,,
,Don't know,27,8,19,8,1,6,9,2,1,9,15,3,11,16,4,4,4,8,8,8,19,16,9,19,0,8,0,0,17,8,7,4,20,2,27,0,15,7,7,4,0,3,14,19,5,14,8
,,*%,*%,0.01,0.01,*%,0.01,0.01,*%,*%,0.01,0.01,*%,0.01,*%,*%,*%,*%,0.01,0.02,*%,0.01,0.01,*%,*%,0,0.02,0,0,*%,*%,0.01,*%,*%,*%,*%,0,*%,0.02,*%,*%,0,*%,0.01,*%,*%,*%,*%
,,,,a,befi,,fi,befi,,,fi,befi,,,,,,,abf,abcf,,abf,,,,,ad,,,,,,,,,,,,a,,c,,c,abc,,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
