Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHILDREN_GENDER. In which of the following ways does your child(ren) identify?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,d,a,b,c
,Unweighted Total,2016,813,951,1024,1420,1293,610,1391,15,915,1098,54,148,227,93,171,94,185,151,169,276,181,267,1137,879,1684,76,121,119,15,325,1084,899,1983,33,235,561,1179
,Total,2016,805,954,1032,1424,1292,605,1396,16,974,1039,62,147,234,91,164,90,181,163,163,270,182,270,1134,882,1685,75,122,119,15,325,1027,956,1983,33,241,559,1176
,Girl child,1292,534,696,697,705,1292,371,912,9,615,675,35,101,150,51,111,52,126,113,110,165,106,172,724,568,1073,53,75,81,9,215,666,608,1275,17,113,427,726
,,0.64,0.66,0.73,0.68,0.49,1,0.61,0.65,0.6,0.63,0.65,0.55,0.69,0.64,0.56,0.68,0.58,0.69,0.69,0.68,0.61,0.58,0.64,0.64,0.64,0.64,0.71,0.61,0.68,0.59,0.66,0.65,0.64,0.64,0.51,0.47,0.76,0.62
,,,,ac,,,a,,,,,,,d,,,,,dk,dk,,,,,,,,,,,,,,,,,,ac,a
,Boy child,1424,604,742,754,1424,705,460,954,10,720,702,44,98,168,63,114,68,130,110,104,179,127,218,798,626,1191,56,82,84,12,230,699,704,1403,21,215,330,851
,,0.71,0.75,0.78,0.73,1,0.55,0.76,0.68,0.66,0.74,0.68,0.7,0.67,0.72,0.7,0.7,0.76,0.72,0.67,0.64,0.66,0.7,0.81,0.7,0.71,0.71,0.75,0.67,0.71,0.79,0.71,0.68,0.74,0.71,0.64,0.89,0.59,0.72
,,,,c,,b,,b,,,b,,,,,,,,,,,,,bcdeghijk,,,,,,,,,,a,,,bc,,b
,Other (Child with another gender identity),13,1,7,11,6,5,1,12,0,9,4,0,0,3,1,0,2,1,0,0,3,1,2,11,2,8,1,1,2,1,4,4,9,12,1,2,0,10
,,0.01,*%,0.01,0.01,*%,*%,*%,0.01,0,0.01,*%,0,0,0.01,0.01,0,0.02,0.01,0,0,0.01,0.01,0.01,0.01,*%,*%,0.01,0.01,0.02,0.07,0.01,*%,0.01,0.01,0.03,0.01,0,0.01
,,,,,a,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,a,b,,b
,"Columns Tested: a,b,c - a,b - a,b,c - a,b - a,b,c,d,e,f,g,h,i,j,k,l - a,b - a,b,c,d,e,f - a,b,c,d - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
