<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
P037330 - KA Fraud Victims ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14. Where did you seek support for your mental health after being defrauded?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gender,,Age,,,,,,Region,,,,,,,,,,,,Cities,,,,,,,,SEG,,Ethnicity,,,,,Ethnicity - South Asian,
,Total,Male (a),Female (b),18-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Northern Ireland (a),Scotland (b),North-West (c),North-East (d),Yorkshire & The Humber (e),Wales (f),West Midlands (g),East Midlands (h),South-West (i),South-East (j),East of England (k),London (l),Birmingham (a),Manchester (b),Nottingham (c),Bristol (d),Leeds (e),Liverpool (f),Cardiff (g),Edinburgh (h),ABC1 (a),C2DE (b),White (a),Asian (b),Black (c),Mixed (d),Other (e),South Asian (a),Not South Asian (b)
Unweighted row,422,229,193,79,156,86,50,33,18,11,28,57,18,31,16,36,27,28,37,19,114,35,38,18,16,22,19,16,10,317,104,298,51,32,34,7,43,379
Total,411,220,190,78,149,81,48,32,21,12,22,48,19,31,12,41,24,28,36,25,112,40,32,16,16,22,16,12,8,308,102,287,52,32,34,7,44,367
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My local GP,187,97,90,26,64,38,28,19,12,8,13,25,4,18,8,16,11,17,20,11,37,15,17,8,11,11,8,8,5,131,57,144,18,9,13,4,16,172
,0.46,0.44,0.47,0.33,0.43,0.46,0.58,0.6,0.56,0.63,0.57,0.53,0.22,0.59,0.68,0.39,0.48,0.61,0.54,0.43,0.33,0.37,0.53,0.5,0.68,0.5,0.53,0.68,0.6,0.43,0.55,0.5,0.34,0.28,0.39,0.55,0.36,0.47
,,,,,,, a, a,,,, l,, l,,,,, l,,,,,,,,,,,, a, bc,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A therapist / counsellor,166,87,78,39,51,36,21,10,8,2,8,16,11,15,6,18,9,13,12,12,44,17,10,8,9,12,6,6,4,135,30,107,18,19,18,4,15,150
,0.4,0.4,0.41,0.5,0.35,0.44,0.43,0.3,0.39,0.18,0.36,0.33,0.55,0.48,0.5,0.45,0.38,0.47,0.32,0.47,0.39,0.43,0.31,0.5,0.56,0.54,0.37,0.5,0.5,0.44,0.29,0.37,0.36,0.58,0.52,0.67,0.35,0.41
,,,, b,,,,,,,,,,,,,,,,,,,,,,,,,, b,,,, ab,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My friends,163,90,73,36,67,34,16,9,1,4,6,22,7,10,5,23,4,12,12,6,51,23,14,3,6,7,8,5,2,136,26,107,29,12,11,3,26,136
,0.4,0.41,0.38,0.46,0.45,0.42,0.34,0.26,0.06,0.37,0.29,0.46,0.38,0.32,0.37,0.55,0.18,0.43,0.32,0.26,0.45,0.57,0.43,0.17,0.38,0.32,0.53,0.37,0.2,0.44,0.26,0.37,0.57,0.37,0.33,0.44,0.6,0.37
,,,,,,,,,,,,,,,, j,,,,,,,,,,,,,, b,,, ad,,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My family,163,86,77,37,63,35,14,9,5,4,7,21,5,9,5,19,5,10,12,9,56,19,16,3,4,4,5,5,2,121,41,110,25,15,11,2,21,142
,0.4,0.39,0.4,0.47,0.42,0.43,0.29,0.29,0.24,0.37,0.32,0.43,0.28,0.3,0.37,0.47,0.22,0.36,0.32,0.37,0.5,0.48,0.48,0.17,0.25,0.18,0.32,0.37,0.3,0.39,0.4,0.38,0.48,0.48,0.34,0.28,0.47,0.39
,,,, d,,,,,,,,,,,,,,,,, e,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My partner,119,64,55,22,44,22,17,10,5,1,6,15,9,5,3,14,6,8,8,7,39,14,10,4,4,3,5,3,2,89,30,79,19,10,9,2,16,103
,0.29,0.29,0.29,0.28,0.29,0.27,0.35,0.3,0.22,0.09,0.25,0.31,0.45,0.16,0.25,0.33,0.27,0.28,0.21,0.26,0.34,0.34,0.31,0.28,0.24,0.14,0.32,0.25,0.2,0.29,0.29,0.28,0.37,0.3,0.28,0.25,0.36,0.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Online via social media support groups,49,31,17,8,24,11,4,1,1,0,2,5,1,3,1,7,3,2,1,1,24,7,4,2,2,2,1,1,1,44,5,35,4,6,2,1,4,44
,0.12,0.14,0.09,0.11,0.16,0.13,0.08,0.03,0.06,0,0.07,0.1,0.06,0.1,0.06,0.16,0.11,0.07,0.03,0.05,0.21,0.17,0.13,0.11,0.12,0.09,0.05,0.06,0.1,0.14,0.05,0.12,0.08,0.19,0.06,0.13,0.1,0.12
,,,,, e,,,,,,,,,,,,,,,, j,,,,,,,,, b,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Online via mental health support sites and / or charities (e.g., Mind)",47,31,15,10,15,6,7,6,2,0,2,7,1,2,1,1,6,4,7,4,12,1,6,4,4,1,1,1,1,34,13,36,5,3,1,2,5,42
,0.11,0.14,0.08,0.13,0.1,0.08,0.15,0.17,0.11,0,0.11,0.14,0.05,0.06,0.06,0.03,0.26,0.14,0.19,0.16,0.11,0.03,0.18,0.28,0.25,0.05,0.05,0.06,0.1,0.11,0.13,0.13,0.1,0.09,0.02,0.29,0.11,0.11
,, b,,,,,,,,,,,,,,,,, g,,,, a,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefer not to say,5,4,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,4,3,2,0,0,0,1,4
,0.01,0.02,0,0.01,0,0.01,0.04,0,0,0,0,0.02,0,0,0,0,0.04,0.04,0,0,0.02,0,0,0,0,0,0.05,0,0,0,0.04,0.01,0.04,0,0,0,0.02,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,4,2,2,1,0,0,0,1,2,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,3,0,1,0,0,0,4
,0.01,0.01,0.01,0.01,0,0,0,0.02,0.1,0,0.04,0.02,0,0,0.07,0.03,0,0,0,0,0,0.03,0.03,0,0,0,0,0.07,0,0,0.02,0.01,0,0.03,0,0,0,0.01
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
