Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6b. Summary Table (NET: Equipped): To what extent do you feel equipped, if at all, to help your child/children aged 12 - 17, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 12 - 17 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,955,157,349,955,687,640,95,847,13,477,477,28,57,108,53,83,33,93,77,75,128,74,146,525,430,824,32,49,43,6,127,470,470,940,15,117,277,551
,Total,961,157,352,961,692,642,95,852,14,509,451,32,57,112,52,80,31,91,84,72,126,75,148,529,432,829,32,50,44,6,128,445,501,946,15,120,279,552
,Friendships groups,211,35,91,211,141,158,27,181,3,96,115,9,9,33,15,24,8,13,22,15,26,9,27,115,96,183,4,13,10,1,27,114,96,210,1,28,78,105
,,0.55,0.51,0.58,0.55,0.54,0.57,0.63,0.54,0.76,0.56,0.55,0.67,0.39,0.67,0.61,0.71,0.53,0.46,0.57,0.56,0.47,0.41,0.54,0.55,0.55,0.56,0.31,0.49,0.58,1,0.48,0.55,0.56,0.56,0.18,0.62,0.62,0.5
,,,,,,,,,,,,,,,,,gj,,,,,,,,,,,,,,,,,,,,,c,
,Emotional wellbeing and/or mental health,312,52,116,312,213,217,27,281,4,147,165,13,23,38,18,28,10,23,34,31,40,19,34,191,121,274,9,14,13,2,37,162,144,305,7,25,92,194
,,0.64,0.69,0.65,0.64,0.63,0.65,0.64,0.64,0.8,0.65,0.64,0.61,0.68,0.61,0.64,0.72,0.65,0.66,0.69,0.75,0.62,0.52,0.6,0.66,0.62,0.65,0.58,0.5,0.92,1,0.63,0.63,0.66,0.64,0.72,0.66,0.66,0.64
,,,,,,,,,,,,,,,,,,,,,k,,,,,,,,,,,,,,,,,,
,Diet or eating habits,203,36,89,203,146,148,28,173,2,103,101,5,16,35,9,22,7,16,25,10,22,11,26,117,86,173,6,15,9,0,30,100,100,200,3,25,66,111
,,0.62,0.62,0.69,0.62,0.64,0.62,0.75,0.61,0.51,0.63,0.62,0.5,0.59,0.72,0.56,0.73,0.46,0.62,0.74,0.43,0.64,0.48,0.64,0.65,0.59,0.62,0.55,0.63,0.74,0,0.63,0.62,0.64,0.63,0.36,0.64,0.59,0.64
,Learning development,163,35,73,163,116,119,24,136,3,98,66,7,8,25,6,16,6,13,14,14,19,9,27,93,71,138,6,11,7,1,24,65,96,161,2,25,48,90
,,0.62,0.68,0.64,0.62,0.62,0.65,0.61,0.62,0.76,0.64,0.6,0.67,0.45,0.56,0.46,0.76,0.56,0.65,0.65,0.83,0.64,0.56,0.66,0.67,0.57,0.63,0.59,0.49,0.87,0.51,0.58,0.59,0.65,0.63,0.41,0.66,0.57,0.65
,Racism,155,36,70,155,107,112,23,129,3,89,66,6,8,26,9,15,3,13,12,12,15,9,27,88,67,117,6,16,15,1,37,62,88,151,4,23,51,80
,,0.68,0.71,0.7,0.68,0.67,0.69,0.73,0.67,0.76,0.71,0.65,1,0.58,0.81,0.64,0.83,0.42,0.59,0.64,0.93,0.56,0.59,0.66,0.68,0.69,0.69,0.55,0.67,0.7,1,0.66,0.64,0.72,0.68,0.67,0.67,0.68,0.69
,"Global issues such as climate change, war or terrorism",159,34,68,159,119,113,25,131,3,103,56,6,5,27,8,9,6,11,18,9,15,10,36,95,64,131,6,10,10,1,28,56,100,156,3,24,55,80
,,0.51,0.61,0.59,0.51,0.54,0.53,0.69,0.49,0.51,0.59,0.41,0.62,0.23,0.64,0.53,0.38,0.35,0.49,0.64,0.43,0.4,0.45,0.7,0.54,0.47,0.49,0.66,0.6,0.85,0.35,0.68,0.41,0.6,0.52,0.42,0.69,0.55,0.46
,,,,,,,,b,,,b,,,,j,,,,,,,,,j,,,,,,,,a,,a,a,,c,,
,Bullying,292,39,98,292,194,202,30,257,5,154,138,14,25,38,19,28,12,26,32,24,29,20,25,159,133,253,8,14,16,1,38,136,149,285,8,24,94,171
,,0.64,0.61,0.66,0.64,0.62,0.64,0.6,0.64,0.72,0.65,0.63,0.86,0.72,0.64,0.7,0.69,0.61,0.66,0.66,0.66,0.6,0.62,0.45,0.65,0.62,0.65,0.61,0.48,0.69,0.54,0.57,0.62,0.65,0.63,0.88,0.56,0.66,0.64
,,,,,,,,,,,,,,l,l,,l,,l,l,,,,,,,,,,,,,,,,,,,
,Stranger danger,189,35,82,189,137,141,28,156,4,101,88,8,14,26,11,17,7,12,18,20,13,12,32,98,90,163,6,9,7,2,23,86,97,184,5,24,61,102
,,0.68,0.72,0.71,0.68,0.68,0.68,0.63,0.68,0.67,0.69,0.66,0.88,0.83,0.64,0.68,0.75,0.62,0.55,0.76,0.78,0.47,0.71,0.65,0.68,0.67,0.7,0.6,0.47,0.59,1,0.55,0.65,0.69,0.67,0.84,0.71,0.65,0.68
,Social media use,275,42,107,275,190,189,29,242,4,155,120,12,14,39,20,23,9,26,25,24,34,19,32,155,120,232,8,16,16,2,41,117,152,269,6,32,89,154
,,0.61,0.58,0.66,0.61,0.61,0.61,0.68,0.6,0.67,0.64,0.57,0.63,0.44,0.65,0.74,0.73,0.56,0.66,0.54,0.68,0.56,0.59,0.58,0.61,0.61,0.6,0.62,0.53,0.85,1,0.65,0.57,0.64,0.61,0.67,0.65,0.64,0.59
,,,,,,,,,,,,,,,,,b,,,,b,,,,,,,,,,,,,,,,,,
,Accessing inappropriate content online,211,39,94,211,157,152,25,183,3,116,94,7,8,30,11,22,11,12,21,21,26,12,30,128,82,173,14,10,12,1,37,94,110,204,7,23,67,120
,,0.63,0.66,0.65,0.63,0.66,0.65,0.66,0.63,0.61,0.68,0.58,0.6,0.42,0.62,0.78,0.8,0.75,0.67,0.66,0.64,0.61,0.51,0.6,0.64,0.62,0.61,1,0.51,0.75,1,0.72,0.58,0.67,0.63,0.79,0.69,0.63,0.62
,Sexual harassment from adults,145,28,58,145,99,103,22,120,3,77,68,5,8,26,12,13,5,11,11,10,18,7,21,90,55,122,5,9,7,1,21,68,73,142,3,18,53,74
,,0.56,0.55,0.54,0.56,0.55,0.53,0.58,0.56,0.61,0.55,0.58,0.5,0.57,0.66,0.75,0.66,0.41,0.54,0.62,0.47,0.57,0.5,0.46,0.61,0.5,0.56,0.49,0.47,0.88,0.54,0.55,0.57,0.56,0.56,0.62,0.55,0.55,0.57
,Excessive screen time,278,48,109,278,191,190,21,254,4,151,128,14,15,39,14,25,12,28,26,19,40,11,34,168,110,235,10,14,14,5,42,125,145,270,8,28,87,162
