Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0.13,0.15,0.13,0.11,0.09,0.1,0.12,0.14,0.13,0.15,0.13,0.22,0.13,0.21,0.09,0.08,0.18,0.1,0.09,0.09,0.15,0.15,0.12,0.1,0.12,0.12,0.14,0.13,0.1,0.1,0.18,0.24,0.1,0.15,0.14,0.12,0.22,0.14,0.08,0,0.13,0.18,0.06,0.14,0.14,0.14,0.07,0.17,0.18,0.2,0.16,0.08,0.1,0.13,0.12,0.13,0.12,0.12,0.14,0.13,0.15,0.13,0.08,0.22,0.13,0.3,0,0.23,0.3,0,0.1,0.16,0.13,0.11,0.13,0,0.27,0.08,0.07,0,0.37,0,0.12,0.22,0.14,0.14,0.12,0.12,0.11,0.13,0.13,0.11,0,0,0.23,0.13,0.19,0.03,0.12,0.12,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.11,0.13,0.12,0.31,0.1,0.1,0.11,0.09,0.12,0.11,0.15,0.19,0.08,0.1,0.05,0.16,0.19,0.36,0.12,0.12,0.11,0.19,0.12,0.13,0.1,0.07
,,,,,,,,,,,,,de,,e,,,bcdh,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,,,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,l,,l,l,,,,al,l,l,,,,,,,,,,,,,,,,,,,,a,,,,,,,e,ce,,,,,ce,,,,,c,,,,
,£50 - £99,63,24,12,27,26,30,52,19,46,17,29,6,10,5,5,29,20,43,23,19,1,11,52,43,25,25,37,13,12,21,12,5,10,2,10,3,1,10,5,0,2,7,4,4,3,6,12,5,5,11,15,25,8,5,0,63,0,27,36,35,9,11,6,1,34,0,0,1,2,1,4,2,3,6,1,0,2,6,0,0,1,0,53,5,2,4,41,40,1,11,10,1,0,0,6,48,7,3,58,60,63,63,41,11,63,43,63,63,63,52,63,18,48,52,63,60,3,54,51,28,23,32,21,8,7,16,13,9,2,8,0,5,20,28,10,31,20,19,16
,,0.13,0.14,0.08,0.15,0.14,0.13,0.13,0.2,0.13,0.12,0.13,0.09,0.11,0.11,0.07,0.16,0.1,0.14,0.18,0.16,0.01,0.08,0.15,0.14,0.21,0.08,0.19,0.07,0.11,0.19,0.16,0.4,0.1,0.14,0.08,0.05,0.19,0.2,0.25,0,0.06,0.09,0.1,0.1,0.07,0.15,0.15,0.1,0.18,0.14,0.11,0.18,0.09,0.11,0,0.13,0,0.09,0.17,0.1,0.26,0.18,0.15,0.38,0.1,0,0,0.04,0.25,0.17,0.4,0.18,0.13,0.23,0.14,0,0.25,0.21,0,0,0.63,0,0.15,0.15,0.03,0.06,0.15,0.16,0.08,0.13,0.14,0.08,0,0,0.12,0.16,0.07,0.06,0.15,0.14,0.13,0.13,0.12,0.09,0.13,0.12,0.13,0.13,0.13,0.16,0.13,0.1,0.13,0.15,0.13,0.13,0.09,0.13,0.14,0.15,0.14,0.14,0.12,0.19,0.08,0.16,0.16,0.11,0.08,0.11,0,0.04,0.15,0.18,0.11,0.14,0.12,0.09,0.29
,,,,,,,,,,,,,,,,,d,e,ef,aef,ef,,,ef,ef,bde,,bde,,,dfg,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,a,a,,,,,,,,,,,,,,,,,,,,,cd,,,,kl,kl,,,,,,,,kl,,,,,,,,,,,,,,d,,,,,,,,,,,,,,b,,,,,,,,,a,a,,,,,a
,£100 - £199,108,30,34,44,26,32,73,23,70,37,41,14,19,8,14,45,41,67,32,30,6,28,80,67,33,58,50,31,27,32,17,2,23,4,21,10,0,11,4,2,1,13,14,16,8,7,16,14,2,15,30,30,22,6,5,103,5,65,43,77,3,15,13,0,73,1,0,3,2,1,0,0,9,5,1,0,0,9,3,1,0,0,79,4,12,13,66,62,5,14,12,2,0,0,6,71,16,16,85,94,108,108,68,23,108,73,108,108,108,67,108,34,76,70,108,102,6,91,80,36,36,50,33,10,25,24,20,18,3,8,0,18,24,47,19,37,33,36,12
,,0.21,0.17,0.25,0.24,0.13,0.14,0.19,0.25,0.2,0.26,0.18,0.21,0.21,0.17,0.19,0.25,0.2,0.22,0.25,0.25,0.1,0.2,0.22,0.22,0.28,0.19,0.26,0.16,0.23,0.29,0.24,0.15,0.23,0.26,0.17,0.15,0,0.2,0.17,0.35,0.03,0.18,0.33,0.39,0.21,0.19,0.2,0.27,0.07,0.19,0.22,0.21,0.28,0.13,0.26,0.21,0.26,0.22,0.2,0.21,0.08,0.26,0.3,0,0.22,0.23,0,0.18,0.23,0.15,0,0,0.41,0.22,0.23,0,0,0.31,0.22,1,0,0,0.22,0.12,0.25,0.17,0.25,0.25,0.24,0.16,0.16,0.18,0,0,0.13,0.23,0.15,0.28,0.22,0.21,0.21,0.21,0.2,0.18,0.21,0.2,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.21,0.21,0.22,0.16,0.22,0.23,0.19,0.23,0.23,0.19,0.22,0.27,0.25,0.24,0.22,0.13,0.11,0,0.16,0.17,0.3,0.21,0.18,0.19,0.17,0.21
,,,,,,,,,ab,,,,,,,,,,e,e,e,,,e,e,bd,,bd,,,fg,,,,,,,,d,,,,d,d,adej,d,d,d,d,,,,,,,,,,,,b,,b,b,,,,,,,,,,,,,,,,,,,,,,,,k,k,,,,,,,,,,k,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,g,,,,,,,ab,,,,,
,£200 - £299,56,16,16,23,25,31,46,14,41,14,21,6,11,6,7,24,23,33,14,14,5,13,42,33,13,35,19,17,18,12,6,1,15,3,9,9,1,1,3,0,6,12,6,2,7,3,8,6,2,10,17,15,4,6,3,52,3,34,22,40,5,10,1,0,33,1,1,4,0,1,2,2,3,6,1,0,0,1,1,0,0,0,43,2,7,4,32,31,1,11,10,2,0,0,2,34,11,7,46,49,56,56,41,14,56,43,56,56,56,42,56,21,44,44,56,54,2,49,41,26,25,20,28,9,13,7,11,11,1,3,0,10,10,25,9,19,25,26,8
,,0.11,0.09,0.12,0.13,0.13,0.14,0.12,0.15,0.12,0.1,0.09,0.09,0.12,0.12,0.1,0.13,0.11,0.11,0.11,0.12,0.09,0.09,0.12,0.11,0.11,0.12,0.1,0.09,0.15,0.11,0.09,0.1,0.15,0.17,0.07,0.13,0.23,0.02,0.16,0,0.23,0.16,0.12,0.05,0.18,0.07,0.1,0.12,0.08,0.13,0.12,0.11,0.05,0.13,0.17,0.11,0.17,0.12,0.1,0.11,0.14,0.16,0.03,0,0.1,0.22,1,0.23,0,0.25,0.19,0.15,0.13,0.24,0.17,0,0,0.03,0.05,0,0,0,0.12,0.07,0.15,0.05,0.12,0.12,0.07,0.13,0.13,0.17,0,0,0.05,0.11,0.1,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.13,0.11,0.12,0.06,0.12,0.12,0.14,0.15,0.09,0.16,0.2,0.14,0.08,0.13,0.13,0.07,0.04,0,0.09,0.07,0.16,0.1,0.09,0.15,0.12,0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,ag,a,a,,a,,,a,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,cg,g,,,,,,,,,b,,,,,
,£300 - £399,42,14,12,16,13,14,34,9,33,8,22,5,6,4,7,16,16,26,6,12,8,13,29,26,11,21,20,11,9,11,9,0,8,1,9,2,1,3,1,1,1,6,4,2,4,1,8,6,5,10,11,11,4,3,2,40,2,25,16,27,4,7,3,2,26,0,0,1,0,0,1,3,3,2,0,1,0,2,1,0,0,2,34,2,3,4,22,20,3,10,9,2,0,2,3,30,5,3,38,42,42,42,32,10,42,34,42,42,42,36,42,18,34,36,42,40,2,37,28,16,10,16,19,4,8,8,7,8,3,4,1,7,10,15,9,19,13,20,5
,,0.08,0.08,0.09,0.09,0.07,0.06,0.09,0.09,0.09,0.06,0.1,0.08,0.06,0.1,0.09,0.09,0.08,0.09,0.05,0.1,0.15,0.09,0.08,0.09,0.1,0.07,0.11,0.06,0.08,0.11,0.12,0,0.08,0.09,0.08,0.03,0.19,0.05,0.04,0.16,0.06,0.08,0.09,0.05,0.11,0.02,0.1,0.12,0.17,0.13,0.08,0.08,0.05,0.07,0.11,0.08,0.11,0.09,0.08,0.08,0.11,0.11,0.06,0.4,0.08,0,0,0.07,0,0,0.08,0.27,0.15,0.1,0,0.5,0,0.05,0.09,0,0,1,0.1,0.07,0.06,0.05,0.08,0.08,0.13,0.12,0.11,0.15,0,0.49,0.07,0.1,0.05,0.05,0.1,0.1,0.08,0.08,0.09,0.07,0.08,0.09,0.08,0.08,0.08,0.11,0.08,0.1,0.09,0.11,0.08,0.09,0.05,0.09,0.08,0.08,0.06,0.07,0.11,0.08,0.08,0.09,0.09,0.09,0.15,0.05,0.13,0.07,0.07,0.1,0.1,0.09,0.08,0.09,0.09
,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£400 - £499,21,12,3,5,9,9,17,3,16,5,10,5,3,3,3,7,10,11,2,5,3,8,13,11,3,17,4,12,5,3,1,0,5,1,7,5,0,3,0,0,1,3,2,2,3,0,5,1,1,2,8,5,3,2,1,20,1,12,9,14,2,2,4,0,14,0,0,0,0,1,0,1,0,1,0,0,1,3,1,0,0,0,12,0,2,8,8,8,0,4,4,0,0,0,2,10,9,0,15,17,21,21,13,6,21,13,21,21,21,12,21,6,14,12,21,19,2,18,15,9,10,10,7,1,2,3,3,4,1,7,0,4,9,3,4,13,4,10,3
,,0.04,0.07,0.02,0.03,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.07,0.03,0.06,0.04,0.04,0.05,0.04,0.02,0.04,0.06,0.05,0.04,0.04,0.03,0.06,0.02,0.06,0.04,0.03,0.01,0,0.05,0.04,0.06,0.07,0,0.06,0,0,0.06,0.04,0.05,0.06,0.06,0,0.06,0.02,0.03,0.02,0.06,0.03,0.03,0.05,0.06,0.04,0.06,0.04,0.04,0.04,0.05,0.03,0.1,0,0.04,0,0,0,0,0.11,0,0.08,0,0.04,0,0,0.1,0.11,0.07,0,0,0,0.03,0,0.04,0.11,0.03,0.03,0,0.04,0.05,0,0,0,0.04,0.03,0.09,0,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.05,0.07,0.05,0.04,0.02,0.02,0.03,0.04,0.04,0.04,0.1,0,0.04,0.07,0.02,0.05,0.06,0.02,0.05,0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab,,,,,,,,,,,abjl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,
,£500 - £749,28,12,5,12,13,17,26,1,17,11,12,1,3,2,7,11,6,22,12,7,4,8,20,22,4,21,7,16,5,4,3,0,5,0,8,7,0,4,2,1,2,1,2,3,0,3,7,2,2,3,4,13,7,1,0,28,0,14,14,25,0,2,1,0,24,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,21,0,2,5,17,14,2,4,4,0,0,1,0,17,4,4,21,27,28,28,23,8,28,24,28,28,28,19,28,8,24,21,28,26,2,23,21,8,5,20,3,2,4,5,2,7,3,2,2,5,11,5,7,13,14,15,2
,,0.06,0.07,0.03,0.06,0.07,0.07,0.07,0.01,0.05,0.08,0.05,0.02,0.03,0.04,0.09,0.06,0.03,0.07,0.09,0.06,0.07,0.05,0.06,0.07,0.03,0.07,0.04,0.08,0.04,0.04,0.05,0,0.05,0,0.07,0.11,0,0.08,0.08,0.17,0.07,0.01,0.04,0.06,0,0.07,0.09,0.04,0.07,0.04,0.03,0.09,0.08,0.03,0,0.06,0,0.05,0.06,0.07,0,0.03,0.02,0,0.07,0,0,0.09,0,0,0,0,0,0,0,0,0.26,0.03,0,0,0,0,0.06,0,0.04,0.07,0.06,0.06,0.13,0.05,0.06,0,0,0.28,0,0.06,0.04,0.08,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.03,0.09,0.02,0.05,0.04,0.06,0.02,0.09,0.16,0.03,0.27,0.04,0.08,0.03,0.08,0.06,0.08,0.07,0.03
,,,,,,d,d,d,,,,,,,,,,,a,a,,,,,a,,,,,,,,,,,,,,,,,,,,,,,eh,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,d,,,,,,,,,,,
,£750 - £999,18,6,8,4,10,11,17,3,13,6,9,3,1,2,5,6,6,12,5,4,4,8,11,12,2,15,3,12,3,2,1,0,3,0,7,5,1,3,0,0,2,5,1,0,1,0,6,0,1,2,5,3,5,1,2,16,2,10,8,14,2,0,2,0,11,1,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,12,1,3,4,8,8,0,3,2,1,0,0,2,9,7,1,17,18,18,18,10,6,18,13,18,18,18,13,18,6,10,15,18,18,0,17,12,7,9,7,9,1,3,6,1,2,1,5,0,10,3,3,3,8,9,11,0
,,0.04,0.04,0.06,0.02,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.01,0.04,0.06,0.03,0.03,0.04,0.04,0.03,0.07,0.05,0.03,0.04,0.02,0.05,0.01,0.06,0.03,0.02,0.01,0,0.03,0,0.06,0.07,0.17,0.06,0,0,0.07,0.07,0.02,0,0.02,0,0.07,0,0.04,0.02,0.04,0.03,0.06,0.02,0.1,0.03,0.1,0.04,0.04,0.04,0.06,0,0.04,0,0.03,0.25,0,0.11,0,0.18,0.1,0,0,0,0,0,0,0.03,0.07,0,0,0,0.03,0.03,0.06,0.05,0.03,0.03,0,0.03,0.03,0.06,0,0,0.04,0.03,0.06,0.02,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.04,0,0.04,0.03,0.04,0.05,0.03,0.05,0.02,0.03,0.06,0.01,0.03,0.04,0.07,0,0.09,0.02,0.02,0.03,0.04,0.05,0.05,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,c,,,,,,,,,,,,,,,,,,,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc,,,,,,,
,"£1,000 - £1,449",37,11,11,14,22,23,27,1,24,12,19,6,7,2,8,10,15,22,9,8,5,15,22,22,6,28,9,18,10,6,3,0,9,1,11,7,0,4,1,0,3,2,3,3,2,7,6,2,3,5,11,11,5,5,0,37,0,27,10,25,2,5,5,0,25,0,0,1,1,1,0,0,1,0,2,1,1,3,2,0,0,0,26,2,4,5,18,14,3,8,7,1,0,0,5,22,6,6,31,33,37,37,24,13,37,27,37,37,37,21,37,17,25,20,37,36,1,30,24,11,9,16,13,1,8,8,5,7,3,3,1,12,17,4,4,17,11,21,1
