Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,Tend to oppose,340,147,186,46,59,52,70,45,67,105,123,112,7,18,39,6,27,17,32,24,24,53,36,56,297,134,75,65,65,77,104,24,3,9,2,0,8,87,87,138,95
,,0.16,0.14,0.17,0.2,0.16,0.16,0.19,0.15,0.14,0.18,0.18,0.14,0.11,0.1,0.16,0.07,0.16,0.17,0.17,0.16,0.13,0.19,0.18,0.2,0.17,0.23,0.13,0.15,0.13,0.12,0.2,0.21,0.13,0.24,0.04,0,0.16,0.19,0.12,0.19,0.18
,,,,,i,,,fi,,,,,,,,d,,d,d,d,d,,bd,bd,bd,bd,bcd,,,,,af,af,,af,,,f,af,,a,a
,Tend to support,596,322,271,80,83,102,99,84,123,163,201,207,21,42,60,27,46,25,46,63,48,80,54,84,507,148,162,154,131,198,137,29,8,8,13,1,11,145,202,187,178
,,0.28,0.32,0.25,0.35,0.23,0.31,0.27,0.27,0.26,0.28,0.29,0.26,0.34,0.24,0.26,0.32,0.27,0.24,0.26,0.42,0.27,0.28,0.27,0.3,0.29,0.26,0.27,0.36,0.26,0.31,0.26,0.25,0.3,0.21,0.21,0.11,0.22,0.31,0.28,0.26,0.33
,,,b,,bfi,,b,,,,,,,,,,,,,,bcefgijklm,,,,,,,,abd,,b,,,,,,,,,,,b
,Strongly support,392,226,166,26,64,55,62,58,127,90,117,185,8,37,38,19,28,25,32,19,27,71,34,53,322,106,112,64,109,188,66,16,7,6,8,2,10,63,216,86,68
,,0.19,0.22,0.15,0.11,0.18,0.17,0.17,0.19,0.26,0.15,0.17,0.24,0.13,0.21,0.16,0.22,0.16,0.25,0.18,0.13,0.15,0.25,0.17,0.19,0.18,0.19,0.19,0.15,0.21,0.3,0.13,0.14,0.27,0.15,0.13,0.21,0.19,0.14,0.3,0.12,0.13
,,,b,,,a,,,a,abcdegh,,,abcdgh,,,,,,chi,,,,cehim,,,,,,,c,bcefi,,,bi,,,,,,bc,,
,Don't know,486,155,329,53,88,85,89,73,98,140,175,171,13,48,62,23,48,23,46,23,52,47,46,54,402,102,158,92,134,98,125,16,6,7,22,4,14,123,132,175,125
,,0.23,0.15,0.31,0.23,0.24,0.26,0.24,0.24,0.2,0.24,0.25,0.22,0.21,0.27,0.26,0.27,0.28,0.23,0.25,0.16,0.29,0.17,0.23,0.2,0.23,0.18,0.27,0.21,0.26,0.16,0.24,0.14,0.22,0.19,0.36,0.54,0.28,0.27,0.19,0.24,0.24
,,,,a,,,,,,,,,,,hj,hj,hj,hjl,,hj,,hjl,,,,hj,,a,,a,,ac,,,,ac,,a,ac,,a,a
,Sum: Support,988,548,437,106,147,158,160,142,250,252,318,392,29,79,98,46,73,50,79,82,75,151,87,137,829,254,274,218,241,386,203,45,15,13,21,2,21,208,418,273,246
,,0.47,0.54,0.41,0.46,0.41,0.47,0.44,0.46,0.52,0.43,0.45,0.5,0.47,0.45,0.42,0.54,0.43,0.49,0.43,0.55,0.41,0.53,0.45,0.5,0.47,0.44,0.46,0.51,0.47,0.61,0.39,0.39,0.57,0.35,0.34,0.31,0.41,0.45,0.59,0.38,0.46
,,,b,,,,,,,bdgh,,,bdg,,,,ci,,,,cegim,,cegi,,,,,,,,bcefhi,,,bf,,,,,,bc,,b
,Sum: Oppose,626,316,303,72,124,89,118,92,131,197,207,223,20,50,74,17,49,29,57,43,54,87,62,84,527,216,158,117,135,144,194,54,6,17,19,1,15,133,163,271,160
,,0.3,0.31,0.28,0.31,0.35,0.27,0.32,0.3,0.27,0.33,0.3,0.28,0.32,0.28,0.32,0.19,0.29,0.28,0.31,0.29,0.3,0.3,0.32,0.31,0.3,0.38,0.27,0.27,0.26,0.23,0.37,0.47,0.21,0.45,0.3,0.14,0.31,0.29,0.23,0.38,0.3
,,,,,,cfi,,,,,fi,,,,,d,,,,d,,,d,d,d,d,bcd,,,,,ai,adfi,,adi,,,,a,,ac,a
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
