Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q10. A key ambition for the UK Government is to 'level up' the country and reduce regional inequalities when it comes to standards of living. Which of the following do you think are most important in helping an area to 'level up'?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: Those living in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Increased access to affordable housing,3635,1619,1997,417,599,541,596,613,868,1016,1138,1481,470,150,349,343,285,374,638,418,608,1223,2412,820,1238,709,529,339,2058,1578,2132,1482,2999,77,311,149,81,2267,1335,772,664,3276,294,2179,1335,2608,979,1755,514,687,554,1365,2091,1419,2102,1395
,,0.58,0.54,0.62,0.51,0.58,0.54,0.59,0.64,0.62,0.55,0.57,0.63,0.58,0.51,0.57,0.53,0.53,0.58,0.62,0.6,0.63,0.57,0.59,0.57,0.59,0.57,0.57,0.61,0.59,0.58,0.6,0.57,0.58,0.59,0.56,0.61,0.62,0.57,0.62,0.63,0.62,0.58,0.6,0.57,0.61,0.58,0.59,0.56,0.52,0.56,0.62,0.58,0.58,0.6,0.6,0.56
,,,,a,,a,,acg,abcdgh,abcgh,,a,abcgh,,,,,,bde,abcde,bde,abcde,,,,,,,,,,b,,,,,,,,a,a,a,,,,a,,,b,,,abc,b,,,b,
,Reduced levels of poverty and deprivation,3625,1677,1928,411,535,589,608,616,867,945,1197,1483,493,178,371,356,313,367,601,409,538,1255,2370,828,1226,703,534,336,2053,1572,2046,1561,3027,73,302,135,69,2267,1313,711,702,3269,286,2124,1390,2584,992,1717,506,681,530,1417,2031,1471,2069,1435
,,0.58,0.56,0.6,0.5,0.51,0.59,0.6,0.64,0.62,0.51,0.6,0.63,0.6,0.61,0.61,0.55,0.58,0.57,0.59,0.59,0.56,0.58,0.58,0.58,0.59,0.57,0.57,0.61,0.58,0.58,0.57,0.6,0.59,0.56,0.54,0.56,0.53,0.57,0.61,0.58,0.66,0.58,0.59,0.56,0.63,0.58,0.59,0.55,0.52,0.55,0.59,0.6,0.56,0.62,0.59,0.58
,,,,a,,,abg,abg,abcgh,abg,,abg,abcgh,di,,d,,,,,,,,,,,,,,,,,a,,,,,,,a,,abc,,,,a,,,b,,,ab,abc,,a,,
,Regeneration of high streets and town centres,3448,1687,1745,289,459,483,557,658,1002,749,1040,1660,491,160,319,333,291,361,580,420,494,1106,2342,825,1175,673,495,280,2001,1448,2010,1420,3019,56,225,85,53,2185,1224,636,681,3140,250,2096,1223,2466,932,1575,491,638,446,1388,1945,1384,1862,1449
,,0.55,0.56,0.55,0.35,0.44,0.48,0.55,0.68,0.71,0.4,0.52,0.7,0.6,0.55,0.52,0.51,0.54,0.56,0.56,0.6,0.51,0.51,0.57,0.58,0.56,0.54,0.53,0.51,0.57,0.53,0.56,0.54,0.59,0.43,0.4,0.35,0.41,0.55,0.57,0.52,0.64,0.56,0.52,0.55,0.56,0.55,0.56,0.51,0.5,0.52,0.5,0.59,0.53,0.58,0.53,0.58
,,,,,,ag,ag,abcg,abcdgh,abcdgh,a,abcg,abcdgh,cdei,,,,,i,di,cdei,,,a,cdeg,eg,,,,eg,,,,bcde,,,,,,c,,abc,,,,,,,,,,,abcd,,a,,a
,Good range of employment and training opportunities,3397,1626,1751,349,532,514,575,585,844,880,1088,1429,417,161,335,333,297,362,592,391,510,1096,2301,807,1161,695,458,277,1967,1430,1917,1464,2842,63,284,143,50,2198,1162,632,613,3079,255,2066,1216,2462,887,1679,509,659,511,1250,1975,1320,1931,1361
,,0.54,0.54,0.55,0.42,0.51,0.51,0.57,0.61,0.6,0.47,0.54,0.6,0.51,0.55,0.55,0.51,0.55,0.57,0.58,0.56,0.53,0.51,0.56,0.57,0.56,0.56,0.49,0.5,0.56,0.52,0.54,0.56,0.55,0.48,0.51,0.59,0.39,0.55,0.54,0.52,0.58,0.55,0.53,0.54,0.55,0.55,0.53,0.54,0.52,0.54,0.57,0.53,0.54,0.56,0.55,0.55
,,,,,,ag,ag,abcg,abcgh,abcgh,a,ag,abcgh,,,,,,a,adi,,,,a,deg,deg,de,,,deg,,,a,be,,,bce,,,,,c,,,,,,,,,,b,,,,,
,Improved transport links,3009,1508,1480,309,427,415,501,539,818,736,916,1357,403,132,313,291,245,332,521,349,422,908,2101,752,1079,564,376,238,1831,1178,1672,1320,2545,50,239,100,61,1943,1029,556,547,2700,239,1865,1050,2199,769,1420,488,547,385,1171,1774,1138,1676,1222
,,0.48,0.5,0.46,0.38,0.41,0.41,0.5,0.56,0.58,0.4,0.46,0.57,0.49,0.45,0.51,0.45,0.45,0.52,0.51,0.5,0.44,0.42,0.51,0.53,0.52,0.45,0.4,0.43,0.52,0.43,0.47,0.51,0.49,0.39,0.43,0.41,0.47,0.49,0.48,0.46,0.51,0.48,0.49,0.49,0.48,0.49,0.46,0.46,0.5,0.44,0.43,0.5,0.49,0.48,0.48,0.49
,,,b,,,,,abcgh,abcdgh,abcdgh,,abcg,abcdgh,i,,dei,,,bdei,dei,i,,,a,cdeg,cdeg,d,,,cdeg,,,a,bcd,,,,,,,,c,,,,,b,,,acd,,,acd,,,,
,Improved schools,2865,1314,1534,384,503,468,464,433,614,887,932,1046,339,135,287,273,230,282,526,334,460,930,1935,689,975,564,397,240,1664,1201,1610,1238,2338,70,263,119,59,1811,1020,589,512,2578,224,1763,1014,2097,724,1414,435,568,411,1052,1699,1071,1680,1091
,,0.46,0.44,0.48,0.47,0.48,0.47,0.46,0.45,0.44,0.48,0.46,0.44,0.41,0.46,0.47,0.42,0.42,0.44,0.51,0.48,0.48,0.43,0.47,0.48,0.47,0.45,0.43,0.43,0.47,0.44,0.45,0.47,0.45,0.54,0.47,0.49,0.45,0.45,0.47,0.48,0.48,0.46,0.46,0.46,0.46,0.47,0.43,0.45,0.44,0.46,0.46,0.45,0.47,0.45,0.48,0.44
,,,,a,,fi,,,,,fi,,,,,a,,,,adef,ad,ad,,a,dg,,,,,dg,,,,,a,,,,,,,,,,,,b,,,,,,,,,b,
,More youth clubs or activities for young people,2762,1155,1592,299,462,431,470,452,648,761,901,1100,361,133,281,272,209,272,487,317,429,970,1792,613,919,571,403,256,1532,1230,1663,1081,2315,58,224,101,52,1685,1049,601,536,2501,212,1726,941,2078,647,1394,436,546,412,971,1630,1045,1648,1023
,,0.44,0.38,0.5,0.36,0.44,0.43,0.47,0.47,0.46,0.41,0.45,0.46,0.44,0.45,0.46,0.42,0.39,0.43,0.47,0.46,0.44,0.45,0.44,0.43,0.44,0.46,0.43,0.46,0.44,0.45,0.46,0.41,0.45,0.44,0.4,0.42,0.4,0.42,0.49,0.49,0.5,0.44,0.44,0.45,0.43,0.46,0.39,0.45,0.45,0.44,0.46,0.41,0.45,0.44,0.47,0.41
,,,,a,,a,a,ag,acg,ag,a,ag,acg,e,,e,,,,def,e,e,,,,,,,,,,b,,c,,,,,,a,a,a,,,,,b,,e,,,e,,,,b,
,Reduced health inequalities,2617,1226,1373,315,363,363,422,462,692,678,785,1153,349,120,258,262,231,260,444,322,370,853,1763,639,921,488,335,234,1560,1056,1427,1181,2187,48,223,104,39,1609,981,511,542,2339,215,1583,951,1903,677,1286,441,484,362,971,1511,1018,1585,942
,,0.42,0.41,0.43,0.38,0.35,0.36,0.42,0.48,0.49,0.36,0.39,0.49,0.43,0.41,0.42,0.4,0.43,0.41,0.43,0.46,0.38,0.4,0.43,0.45,0.44,0.39,0.36,0.42,0.44,0.39,0.4,0.45,0.42,0.37,0.4,0.43,0.3,0.4,0.45,0.42,0.51,0.42,0.44,0.42,0.43,0.43,0.41,0.41,0.45,0.39,0.4,0.41,0.42,0.43,0.45,0.38
,,,,,,,,bcg,abcdgh,abcdgh,,b,abcdgh,,,,,,,i,dfi,,,a,cdg,cdg,,,d,cdg,,,a,,,,,,,a,,abc,,,,,,,,acd,,,,,,b,
,Improved access to community and public spaces,2322,1053,1252,282,404,354,395,363,523,686,749,886,294,104,229,230,195,218,414,266,373,816,1505,564,798,441,325,193,1362,960,1291,1019,1889,52,223,101,44,1445,856,499,443,2067,204,1460,789,1762,531,1210,386,462,362,802,1397,850,1401,840
