Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q19_W3.1. Use a food bank: Which of the following, if any, have you done or do you plan to do as a result of the rising cost of living?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,I am currently doing this,505,253,247,96,112,110,84,56,48,207,194,104,71,31,38,66,59,32,73,33,102,266,240,76,130,100,89,109,207,299,294,209,393,21,56,32,3,224,280,196,129,430,61,331,167,411,92,313,126,116,71,151,347,146,353,139
,,0.08,0.08,0.08,0.12,0.11,0.11,0.08,0.06,0.03,0.11,0.1,0.04,0.09,0.11,0.06,0.1,0.11,0.05,0.07,0.05,0.11,0.12,0.06,0.05,0.06,0.08,0.1,0.2,0.06,0.11,0.08,0.08,0.08,0.16,0.1,0.13,0.03,0.06,0.13,0.16,0.12,0.08,0.13,0.09,0.08,0.09,0.05,0.1,0.13,0.09,0.08,0.06,0.1,0.06,0.1,0.06
,,,,,defi,efi,defi,efi,f,,defi,efi,,fh,cfh,,cfgh,cfgh,,h,,cfgh,b,,,,af,abf,abcdfg,,abcf,,,,ace,,ae,,,a,abd,a,,a,,,b,,de,acde,e,,,b,,b,
,I have done this previously but don't anticipate doing it in the future,550,271,277,137,147,96,88,51,30,284,184,81,77,26,50,72,43,40,92,35,114,257,293,104,146,114,106,79,251,299,311,232,402,15,65,37,29,266,279,186,134,475,54,376,156,444,101,389,135,156,98,119,383,149,392,141
,,0.09,0.09,0.09,0.17,0.14,0.1,0.09,0.05,0.02,0.15,0.09,0.03,0.09,0.09,0.08,0.11,0.08,0.06,0.09,0.05,0.12,0.12,0.07,0.07,0.07,0.09,0.11,0.14,0.07,0.11,0.09,0.09,0.08,0.12,0.12,0.15,0.22,0.07,0.13,0.15,0.13,0.08,0.11,0.1,0.07,0.1,0.06,0.13,0.14,0.13,0.11,0.05,0.11,0.06,0.11,0.06
,,,,,cdefhi,cdefhi,efi,efi,fi,,cdefhi,efi,f,fh,h,h,fh,h,,h,,cefgh,b,,,,bf,abf,abcfg,,abf,,,,a,a,a,a,,a,a,a,,a,b,,b,,e,e,e,e,,b,,b,
,I've not done this yet but will in the next month,366,191,174,87,103,79,55,27,15,191,134,42,44,20,22,47,35,32,48,27,91,152,215,86,117,83,49,32,203,164,175,182,233,12,72,28,19,223,139,89,48,310,44,256,103,296,67,260,89,97,74,78,258,102,238,116
,,0.06,0.06,0.05,0.11,0.1,0.08,0.05,0.03,0.01,0.1,0.07,0.02,0.05,0.07,0.04,0.07,0.06,0.05,0.05,0.04,0.09,0.07,0.05,0.06,0.06,0.07,0.05,0.06,0.06,0.06,0.05,0.07,0.05,0.1,0.13,0.11,0.15,0.06,0.06,0.07,0.05,0.06,0.09,0.07,0.05,0.07,0.04,0.08,0.09,0.08,0.08,0.03,0.07,0.04,0.07,0.05
,,,,,cdefhi,defhi,defi,efi,f,,cdefhi,efi,,,ch,,cgh,ch,,,,acfgh,b,,,,,,,,,,a,,a,a,a,a,,d,ad,,,a,b,,b,,e,e,e,e,,b,,b,
,I've not done this but may do in the next six months,692,320,366,112,148,123,135,92,82,259,258,174,89,23,67,84,68,75,100,78,108,268,424,118,196,153,140,85,314,378,406,277,546,19,77,29,17,377,292,199,146,614,62,384,278,499,176,386,100,156,131,208,406,261,431,232
,,0.11,0.11,0.11,0.14,0.14,0.12,0.13,0.1,0.06,0.14,0.13,0.07,0.11,0.08,0.11,0.13,0.12,0.12,0.1,0.11,0.11,0.12,0.1,0.08,0.09,0.12,0.15,0.15,0.09,0.14,0.11,0.11,0.11,0.14,0.14,0.12,0.13,0.09,0.14,0.16,0.14,0.11,0.13,0.1,0.13,0.11,0.11,0.12,0.1,0.13,0.15,0.09,0.11,0.11,0.12,0.09
,,,,,efi,efi,efi,efi,fi,,efi,efi,,,,,bg,b,,,,,b,,,,abf,abf,abf,,abf,,,,,a,,,,a,ab,a,,,,a,,,e,,e,be,,,,b,
,I've not done this and don't anticipate doing it in the future,3891,1884,1990,357,487,547,599,695,1206,844,1146,1901,500,183,410,350,321,441,680,502,505,1115,2777,1006,1415,741,512,216,2421,1470,2244,1634,3411,55,248,104,58,2768,1087,498,575,3586,245,2344,1393,2678,1161,1662,506,664,492,1714,2135,1617,1957,1785
,,0.62,0.63,0.62,0.43,0.47,0.54,0.59,0.72,0.86,0.45,0.57,0.8,0.61,0.62,0.67,0.54,0.59,0.69,0.66,0.72,0.52,0.52,0.68,0.71,0.68,0.6,0.55,0.39,0.69,0.54,0.63,0.63,0.66,0.42,0.45,0.43,0.45,0.69,0.5,0.41,0.54,0.64,0.5,0.62,0.63,0.6,0.7,0.53,0.52,0.54,0.55,0.73,0.59,0.68,0.56,0.72
,,,,,,,abg,abcg,abcdgh,abcdeghi,,abg,abcdegh,di,di,adei,,i,abdei,adei,abdegi,,,a,cdeg,cdeg,deg,e,,cdeg,e,,,bcde,,,,,bcd,c,,c,b,,,,,a,,,,,abcd,,a,,a
,Don't know,237,87,147,34,44,49,45,40,24,78,95,64,37,10,24,29,17,20,34,21,46,99,137,36,82,51,37,32,118,119,148,76,167,8,38,13,3,147,80,48,34,207,20,115,102,148,73,98,24,40,34,75,107,102,115,82
,,0.04,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.02,0.04,0.05,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.05,0.05,0.03,0.03,0.04,0.04,0.04,0.06,0.03,0.04,0.04,0.03,0.03,0.06,0.07,0.05,0.02,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.05,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.03,0.04,0.03,0.03
,,,,a,f,fi,fi,fi,fi,,fi,fi,,,,,,,,,,,b,,,a,a,,af,,af,b,,,a,a,a,,,,,,,,,a,,a,,,,,,,a,,
,NET: Currenty/have previously done this,1055,524,523,233,259,206,172,107,78,491,378,185,148,57,88,137,102,72,165,69,217,523,533,181,276,215,195,188,457,598,606,440,795,36,121,69,32,490,558,383,263,905,115,708,324,855,192,702,261,273,169,271,730,295,746,280
,,0.17,0.17,0.16,0.28,0.25,0.21,0.17,0.11,0.06,0.26,0.19,0.08,0.18,0.2,0.14,0.21,0.19,0.11,0.16,0.1,0.22,0.24,0.13,0.13,0.13,0.17,0.21,0.34,0.13,0.22,0.17,0.17,0.15,0.28,0.22,0.28,0.25,0.12,0.26,0.31,0.25,0.16,0.24,0.19,0.15,0.19,0.12,0.23,0.27,0.22,0.19,0.12,0.2,0.12,0.21,0.11
,,,,,cdefhi,cdefhi,defi,efi,fi,,cdefhi,efi,f,fh,cfh,h,cfgh,cfh,,fh,,acfgh,b,,,,abf,abf,abcdfg,,abcf,,,,a,a,ac,,,a,abd,a,,a,b,,b,,de,acde,e,e,,b,,b,
,NET: Will/might do this,1058,512,540,199,251,202,190,118,98,450,392,216,132,43,90,131,103,107,148,105,199,419,638,204,313,236,189,117,517,541,581,459,779,31,149,57,37,600,432,288,194,924,106,640,381,795,242,646,189,253,204,286,663,363,669,348
,,0.17,0.17,0.17,0.24,0.24,0.2,0.19,0.12,0.07,0.24,0.19,0.09,0.16,0.15,0.15,0.2,0.19,0.17,0.14,0.15,0.21,0.19,0.16,0.14,0.15,0.19,0.2,0.21,0.15,0.2,0.16,0.18,0.15,0.24,0.27,0.23,0.28,0.15,0.2,0.24,0.18,0.16,0.22,0.17,0.17,0.18,0.15,0.21,0.19,0.21,0.23,0.12,0.18,0.15,0.19,0.14
,,,,,cdefhi,cdefhi,efi,efi,fi,,cdefhi,efi,f,,,,abcgh,g,,,,abcgh,b,,,,abf,abf,abf,,abf,,,,a,a,a,a,,a,abd,a,,a,,,b,,e,e,e,e,,b,,b,
