Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q12N.7. I am able to play a role in my community: Thinking about your local community, to what extent do you agree or disagree with the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Strongly agree,677,380,292,139,162,112,77,66,121,301,189,187,89,36,62,84,43,70,97,59,136,256,421,197,206,137,88,49,403,274,325,347,475,23,95,52,29,442,229,125,102,594,55,609,60,648,27,570,314,157,98,60,610,62,468,194
,,0.11,0.13,0.09,0.17,0.16,0.11,0.08,0.07,0.09,0.16,0.09,0.08,0.11,0.12,0.1,0.13,0.08,0.11,0.09,0.08,0.14,0.12,0.1,0.14,0.1,0.11,0.09,0.09,0.11,0.1,0.09,0.13,0.09,0.17,0.17,0.21,0.22,0.11,0.11,0.1,0.1,0.11,0.11,0.16,0.03,0.14,0.02,0.18,0.32,0.13,0.11,0.03,0.17,0.03,0.13,0.08
,,,b,,cdefhi,cdefhi,defi,,,,cdefhi,e,,,e,,egh,,,,,cegh,,,bcdefg,,,,,,,,a,,a,a,a,a,,,,,,,b,,b,,cde,acde,e,e,,b,,b,
,Tend to agree,2183,1078,1098,277,358,385,346,347,471,635,731,818,268,90,213,232,209,218,373,252,329,661,1522,574,744,439,300,127,1317,866,1154,1018,1801,32,204,91,46,1511,649,349,313,2024,130,1769,379,1936,231,1447,455,587,405,506,1651,507,1319,827
,,0.35,0.36,0.34,0.34,0.34,0.38,0.34,0.36,0.34,0.34,0.36,0.35,0.33,0.31,0.35,0.36,0.39,0.34,0.36,0.36,0.34,0.31,0.37,0.4,0.36,0.35,0.32,0.23,0.37,0.32,0.32,0.39,0.35,0.25,0.37,0.38,0.36,0.38,0.3,0.29,0.29,0.36,0.27,0.46,0.17,0.43,0.14,0.47,0.46,0.48,0.45,0.22,0.45,0.21,0.38,0.33
,,,,,,,abfgi,,,,,,,,,,,ab,,,,,,a,bcdefg,eg,eg,e,,deg,e,,a,b,,b,b,,bcd,,,,b,,b,,b,,e,e,e,e,,b,,b,
,Neither agree nor disagree,1812,834,969,201,273,251,291,321,475,475,542,796,239,91,194,154,149,200,328,202,255,616,1197,393,611,372,279,157,1004,808,1118,677,1540,36,140,55,35,1188,604,327,302,1639,142,1001,713,1214,565,673,134,310,229,832,920,807,927,791
