Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.07,0.07,0.07,0.07,0.05,0.05,0.08,0.07,0.07,0.06,0.07,0.07,0.05,0.07,0.07,0.06,0.07,0.09,0.06,0.08,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.08,0.06,0.1,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.07,0.06,0.06,0.07
,,,,,,,,bcg,bc,,,,bc,,,,,,ad,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,513,229,279,59,84,77,72,91,130,143,149,220,75,14,57,45,31,53,92,68,76,170,343,116,188,97,71,40,304,208,306,203,431,11,40,24,5,296,207,108,107,449,53,322,174,385,120,269,72,117,80,167,332,162,297,194
,,0.08,0.08,0.09,0.07,0.08,0.08,0.07,0.09,0.09,0.08,0.07,0.09,0.09,0.05,0.09,0.07,0.06,0.08,0.09,0.1,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.1,0.04,0.07,0.1,0.09,0.1,0.08,0.11,0.08,0.08,0.09,0.07,0.09,0.07,0.1,0.09,0.07,0.09,0.07,0.09,0.08
,,,,,,,,,h,,,,dh,be,,be,,,,be,be,,,,,,,,,,,,,,,,,,,a,,a,,a,,,,,e,,e,,,b,,,
,3,408,175,233,31,73,65,62,71,104,105,127,176,60,17,47,39,36,46,66,45,52,137,271,87,143,73,60,45,230,178,228,178,341,6,42,16,0,256,149,81,69,376,24,268,125,315,86,211,83,71,56,137,259,140,226,168
,,0.07,0.06,0.07,0.04,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.07,0.07,0.05,0.08,0.07,0,0.06,0.07,0.07,0.06,0.07,0.05,0.07,0.06,0.07,0.05,0.07,0.09,0.06,0.06,0.06,0.07,0.06,0.06,0.07
,,,,a,,a,a,a,ag,a,,a,ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,b,,,ce,,,,,,,
,4,340,159,179,33,44,45,66,61,91,77,111,152,49,14,35,29,32,37,55,33,54,102,238,79,118,61,44,37,197,143,203,135,289,4,32,11,3,221,115,65,65,307,22,199,128,241,93,154,53,58,43,132,182,153,199,129
,,0.05,0.05,0.06,0.04,0.04,0.05,0.07,0.06,0.06,0.04,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.03,0.06,0.05,0.02,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.06,0.05
,,,,,,,,abcg,abcg,abcg,,g,abcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,
,5,290,122,166,34,36,52,35,57,77,69,87,134,46,15,27,19,31,34,44,29,45,89,201,80,98,56,35,21,178,112,168,122,248,6,22,5,9,181,106,65,51,262,26,183,99,219,68,138,45,64,29,110,162,117,170,110
,,0.05,0.04,0.05,0.04,0.03,0.05,0.03,0.06,0.05,0.04,0.04,0.06,0.06,0.05,0.04,0.03,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.02,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.03,0.05,0.04,0.05,0.05,0.04
,,,,a,,,b,,bdgh,bdg,,,bdgh,d,,,,d,d,,,,,,g,,,,,,,,,d,,,,d,,,,,,,,,,,,,d,,,,,,
,6,229,110,117,22,34,45,38,28,62,56,83,90,36,11,26,18,14,28,35,30,31,82,147,63,70,47,25,24,133,96,128,100,193,2,23,7,3,141,82,42,48,204,21,140,83,169,59,114,33,54,27,91,143,77,140,82
,,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.03,0.02,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03
,,,,,,,eg,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,195,87,105,23,26,21,34,43,48,49,54,92,22,9,26,28,16,20,29,21,25,78,117,43,58,45,22,27,100,95,123,72,165,4,14,10,0,124,70,33,49,174,14,105,89,125,69,83,24,28,31,86,104,86,114,70
,,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.05,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.04,0.03,0.03
,,,,,,,,,bcgh,c,,,bcgh,,,,,,,,,,,,,,,,abdf,,,,,,,,,,,,,ac,,,,a,,a,,,,,ac,,,,
,8,132,63,68,18,18,24,16,25,32,36,40,56,17,6,18,19,7,13,20,10,23,40,93,37,42,29,18,7,78,54,78,54,108,3,12,8,0,89,41,22,28,124,5,87,41,99,33,65,21,30,14,52,82,47,73,56
,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
,9,156,69,85,19,27,18,21,21,49,46,39,70,18,4,12,13,15,6,28,23,36,55,101,33,51,38,17,17,84,72,94,62,132,3,7,6,6,89,65,47,29,142,11,94,55,110,45,70,23,32,15,59,91,62,90,59
,,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.03,0.01,0.03,0.03,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.01,0.03,0.05,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.02
,,,,,,,,,,ch,,,ch,,,,,f,,f,f,bf,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,
,10,145,80,65,22,27,13,28,22,34,48,41,56,17,6,8,20,19,15,26,17,17,41,104,34,52,24,16,18,86,59,86,60,123,3,15,2,3,86,59,38,26,136,9,88,52,113,32,69,29,20,21,59,96,41,86,57
,,0.02,0.03,0.02,0.03,0.03,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.03,0.04,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02
,,,,,c,c,,c,,,c,,c,,,,c,ci,,,,,,,,,,,,,,,,d,,d,,,,,,,,,,,,,,c,,,,b,,,
,11,101,49,52,15,22,16,14,12,22,37,30,34,11,8,9,6,10,11,15,9,21,34,67,23,29,15,24,10,52,49,58,43,84,2,6,4,3,59,39,30,17,89,10,58,40,74,27,47,21,15,12,39,64,33,60,37
,,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.01
,,,,,,,,,,,,,,,d,,,,,,,,,,,,,bcf,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,
,12,96,44,51,17,13,16,16,18,16,30,32,34,14,7,9,10,5,9,20,11,11,39,57,28,30,20,13,5,58,38,47,49,84,1,5,4,0,55,40,26,13,82,13,64,30,78,16,54,20,23,11,27,71,24,58,35
,,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,b,,,,,,,b,,,
,13,99,49,50,23,22,18,15,10,11,45,33,21,15,3,13,12,8,7,19,11,12,40,59,18,38,17,18,8,57,43,55,45,82,4,8,5,0,78,16,11,7,85,9,62,32,75,22,53,12,23,17,32,57,37,58,39
,,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02
,,,,,efi,efi,fi,,,,efi,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,bcd,,,,,,,,,,,,,,,,,,
,14,57,27,30,11,8,9,10,11,8,19,19,19,9,1,3,3,5,3,15,9,10,16,41,10,26,11,10,1,36,21,24,33,42,2,7,3,3,38,19,11,8,56,1,37,19,44,13,29,7,10,11,21,33,23,38,18
,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,*%,0.01,*%,0.01,*%,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
,,,,,,,,,,,,,,,,,,,,f,,,,,,e,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,
,NET: Rank 1,414,196,215,56,55,53,81,70,99,111,135,169,42,20,40,38,41,55,64,53,61,138,276,95,136,89,55,39,231,183,242,168,334,8,43,14,13,260,150,70,75,372,41,271,134,304,105,219,76,78,65,143,258,143,225,177
,,0.07,0.07,0.07,0.07,0.05,0.05,0.08,0.07,0.07,0.06,0.07,0.07,0.05,0.07,0.07,0.06,0.07,0.09,0.06,0.08,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.08,0.06,0.1,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.07,0.06,0.06,0.07
,,,,,,,,bcg,bc,,,,bc,,,,,,ad,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NET: Rank 1-3,1335,600,727,146,212,196,215,232,333,359,411,565,176,52,144,122,108,155,222,166,190,445,890,298,467,260,186,124,765,569,776,549,1107,25,125,55,19,811,506,260,250,1197,118,861,433,1005,311,699,231,266,201,447,850,445,749,539
,,0.21,0.2,0.23,0.18,0.2,0.2,0.21,0.24,0.24,0.19,0.2,0.24,0.22,0.18,0.24,0.19,0.2,0.24,0.22,0.24,0.2,0.21,0.22,0.21,0.22,0.21,0.2,0.22,0.22,0.21,0.22,0.21,0.21,0.19,0.23,0.22,0.14,0.2,0.23,0.21,0.23,0.21,0.24,0.23,0.2,0.22,0.19,0.22,0.24,0.22,0.22,0.19,0.23,0.19,0.21,0.22
,,,,a,,,,,abcgh,acgh,,,abcgh,,,bd,,,bdi,,bdi,,,,,,,,,,,,,,,,,,,a,,a,,,b,,b,,e,e,,e,,b,,,
,NET: Rank 1-5,1965,880,1073,212,293,293,316,350,501,505,609,851,271,82,207,170,171,226,321,228,289,636,1329,457,684,378,265,182,1141,824,1148,806,1645,35,179,71,31,1214,727,389,366,1766,166,1244,660,1465,471,991,329,388,273,689,1194,716,1118,778
,,0.31,0.29,0.34,0.26,0.28,0.29,0.31,0.36,0.36,0.27,0.3,0.36,0.33,0.28,0.34,0.26,0.32,0.35,0.31,0.33,0.3,0.29,0.33,0.32,0.33,0.3,0.28,0.33,0.32,0.3,0.32,0.31,0.32,0.27,0.32,0.29,0.24,0.3,0.34,0.32,0.34,0.31,0.34,0.33,0.3,0.33,0.28,0.32,0.34,0.32,0.3,0.29,0.33,0.3,0.32,0.31
,,,,a,,,,ag,abcdgh,abcdgh,,ag,abcdgh,d,,d,,d,bdi,d,d,,,a,,d,,,,d,,,,,,,,,,a,,a,,,b,,b,,,e,,,,b,,,
,NET: Rank 1-14,3176,1459,1696,383,490,473,507,542,781,873,980,1323,431,138,331,298,270,338,528,368,474,1062,2114,746,1080,624,428,299,1826,1350,1839,1323,2658,60,276,121,49,1973,1158,648,590,2860,259,1980,1101,2351,786,1574,520,622,432,1157,1935,1146,1837,1231
,,0.51,0.49,0.53,0.47,0.47,0.47,0.5,0.56,0.56,0.47,0.49,0.56,0.53,0.47,0.54,0.46,0.5,0.53,0.51,0.53,0.49,0.49,0.52,0.52,0.52,0.5,0.46,0.54,0.52,0.49,0.51,0.51,0.52,0.46,0.49,0.5,0.37,0.49,0.54,0.53,0.55,0.51,0.53,0.52,0.5,0.53,0.47,0.51,0.53,0.51,0.48,0.49,0.53,0.48,0.53,0.49
,,,,a,,,,,abcdgh,abcdgh,,,abcdgh,d,,bdi,,,d,d,d,,,,d,d,,,d,d,,,,,,,,,,a,a,a,,,,,b,,,de,,,,b,,b,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
