Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,,bc,c,,d,d,d,,b,,b,,,abde,ab,ab,,afg,afg,af,af,,af,afg,c,cd,,c,abcd,b,,abdfg,abfg,abdfg,b,b,abdfg,,,i,abi,i,i,i,abgil,,abcdefghikl,i,,bcdefgh,,,,,,bcdefh,,b,,,a,a,a,,,,,ab,abl,abl,ab,ab,ab,abl,,,abl,abdl,abl,,,,c,c,,abc,kl,kl,bkl,kl,kl,k,,,k,kl,,k,b,,,k,,acefhikmo,,,ck,,,k,,k,,k,,b,,,,,a,,,bcdefg,cg,,c,,,,abcdefg,,ad,ad,,b,,,a
,25-34,601,192,144,265,207,239,401,68,348,244,238,52,85,70,98,262,208,393,168,161,64,150,450,393,153,361,236,175,186,138,83,14,153,32,98,77,4,41,21,13,25,73,66,53,59,54,86,71,37,0,601,0,0,0,0,601,0,382,218,409,48,78,61,4,378,14,1,16,13,12,14,9,30,24,6,9,10,44,11,6,2,2,465,34,51,70,363,335,28,93,78,15,3,8,52,395,87,84,425,487,393,344,228,85,138,259,179,270,292,280,467,117,285,296,176,511,90,416,351,169,142,323,151,49,103,143,111,112,26,46,10,88,146,180,176,171,215,203,67
,,0.15,0.19,0.14,0.13,0.27,0.26,0.18,0.04,0.16,0.13,0.19,0.06,0.06,0.19,0.32,0.3,0.08,0.28,0.25,0.3,0.29,0.13,0.16,0.28,0.19,0.22,0.1,0.18,0.28,0.19,0.06,0.23,0.28,0.27,0.17,0.18,0.12,0.13,0.11,0.16,0.12,0.15,0.18,0.15,0.16,0.15,0.22,0.14,0.1,0,1,0,0,0,0,0.21,0,0.18,0.12,0.12,0.3,0.31,0.31,0.15,0.12,0.27,0.14,0.19,0.27,0.39,0.3,0.25,0.3,0.36,0.23,0.29,0.32,0.35,0.21,0.3,0.13,0.2,0.22,0.2,0.04,0.16,0.25,0.27,0.17,0.14,0.15,0.14,0.3,0.35,0.18,0.24,0.06,0.14,0.24,0.2,0.25,0.27,0.27,0.3,0.27,0.27,0.27,0.27,0.27,0.26,0.23,0.29,0.28,0.27,0.28,0.2,0.06,0.22,0.26,0.24,0.28,0.19,0.19,0.31,0.14,0.13,0.15,0.15,0.21,0.13,0.23,0.21,0.22,0.23,0.09,0.27,0.14,0.19,0.31
,,,bc,,,cd,cd,d,,b,,b,,,ab,abc,abc,,afg,afg,acfg,afg,a,af,afg,c,cd,,c,abcd,b,,b,abfgh,abfg,b,b,,,,,,l,abl,,l,,abdegikl,,,,acdefgh,,,,,acdefh,,b,,,a,a,a,,,a,,a,a,ad,a,a,a,ad,,a,a,ad,a,,,,cd,c,,c,cdefikl,cdefikl,k,k,k,k,,,k,cdefikl,,k,b,,,k,k,k,,k,k,k,k,,,k,k,k,k,b,,,a,,a,,,bcdeg,,,,,bcg,,c,d,d,d,,b,,,a
,35-44,641,169,183,289,180,231,474,72,352,277,241,47,77,35,100,322,159,482,193,191,98,147,494,482,208,322,311,179,143,195,103,13,121,22,116,63,7,45,36,20,35,66,48,64,62,56,91,84,36,0,0,641,0,0,0,641,0,369,272,490,34,59,51,4,451,15,1,22,6,8,11,9,20,19,5,7,8,31,15,4,4,1,508,31,49,67,382,352,29,116,101,15,1,4,47,401,89,117,426,529,380,325,224,78,139,250,177,260,280,276,474,111,268,271,172,521,120,415,312,157,125,308,161,30,113,164,112,131,33,56,2,94,158,183,189,154,306,265,41
,,0.16,0.17,0.18,0.14,0.24,0.25,0.21,0.05,0.17,0.15,0.19,0.05,0.06,0.1,0.33,0.37,0.06,0.34,0.29,0.36,0.44,0.12,0.18,0.34,0.26,0.19,0.14,0.18,0.21,0.27,0.07,0.22,0.22,0.18,0.2,0.15,0.19,0.14,0.18,0.25,0.17,0.14,0.13,0.18,0.17,0.16,0.23,0.16,0.1,0,0,1,0,0,0,0.22,0,0.17,0.14,0.15,0.21,0.23,0.26,0.17,0.14,0.3,0.15,0.26,0.12,0.26,0.23,0.25,0.2,0.28,0.2,0.23,0.27,0.24,0.3,0.23,0.2,0.1,0.24,0.18,0.04,0.15,0.27,0.28,0.17,0.18,0.19,0.13,0.07,0.16,0.16,0.24,0.06,0.2,0.24,0.22,0.24,0.26,0.26,0.28,0.28,0.26,0.27,0.26,0.26,0.25,0.24,0.27,0.26,0.24,0.27,0.21,0.08,0.22,0.23,0.23,0.25,0.18,0.21,0.18,0.15,0.15,0.15,0.18,0.27,0.15,0.04,0.22,0.23,0.23,0.1,0.25,0.2,0.25,0.19
,,,,c,,d,cd,d,,,,b,,,ab,abc,abc,,acfg,afg,acfg,abcdfgh,a,af,acfg,bcde,c,,c,c,bdefg,,b,bg,b,bg,b,b,,l,aefikl,l,,,l,l,l,aefhikl,l,,,,abdefgh,,,,abdefh,,b,,,a,a,a,,,ae,,a,,,,,,ae,,,a,a,ae,,,,cd,c,,c,cdefikl,cdefijkl,k,k,k,k,,,k,cdefikl,,k,,,,,,,,,,,,,,,,,,b,,,,,,,,h,h,h,h,h,bcdegh,h,,d,d,d,,b,,b,
,45-54,601,167,160,274,147,195,396,71,370,226,269,124,137,56,64,161,317,283,158,98,26,189,412,283,189,279,317,185,93,181,128,7,77,16,110,75,6,61,29,14,28,73,49,54,51,58,50,75,57,0,0,0,601,0,0,601,0,345,253,512,18,41,22,7,490,6,2,14,3,2,5,8,19,7,6,8,2,15,6,1,5,2,424,45,50,88,280,245,35,121,99,23,0,2,71,322,130,110,309,416,273,207,146,39,80,164,99,170,184,177,342,67,161,186,101,446,155,334,263,138,98,280,141,16,106,147,100,108,22,100,3,105,131,120,227,116,272,234,33
,,0.15,0.17,0.16,0.14,0.19,0.21,0.18,0.04,0.17,0.12,0.21,0.14,0.1,0.15,0.21,0.19,0.12,0.2,0.24,0.19,0.12,0.16,0.15,0.2,0.24,0.17,0.14,0.19,0.14,0.25,0.08,0.12,0.14,0.13,0.19,0.18,0.15,0.19,0.14,0.18,0.14,0.15,0.14,0.15,0.14,0.16,0.13,0.14,0.16,0,0,0,1,0,0,0.21,0,0.16,0.13,0.15,0.11,0.16,0.11,0.26,0.15,0.12,0.32,0.16,0.06,0.06,0.11,0.22,0.19,0.1,0.24,0.25,0.08,0.12,0.11,0.06,0.28,0.21,0.2,0.26,0.04,0.2,0.2,0.2,0.2,0.19,0.18,0.2,0,0.08,0.24,0.2,0.08,0.19,0.17,0.17,0.17,0.16,0.17,0.14,0.16,0.17,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.18,0.1,0.18,0.19,0.2,0.19,0.17,0.18,0.1,0.14,0.13,0.14,0.15,0.18,0.27,0.06,0.25,0.19,0.15,0.11,0.19,0.18,0.22,0.15
,,,c,,,d,cd,d,,b,,ab,b,,b,abc,ab,,aefg,abdefgh,aeg,,a,a,aefg,bcde,c,,ce,,bcdefg,,,b,,bd,b,,fj,,,,,,,,,,,,,,,abcefgh,,,abcefh,,b,,,,,,,,,,,,,,ef,e,,,efj,,,,,,,c,ac,,c,k,k,k,k,k,k,,,ek,k,,k,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,a,abcdefh,,bcd,cd,d,,,,b,
,55-64,721,171,173,376,109,127,330,313,375,338,233,244,339,84,8,30,668,53,38,11,4,252,468,53,104,239,481,176,63,102,377,2,54,8,102,74,1,69,35,15,35,90,70,71,66,69,35,86,79,0,0,0,0,721,0,721,0,358,363,682,14,13,6,2,662,11,0,8,8,1,3,2,7,2,0,3,1,0,5,1,1,1,357,39,224,109,186,149,37,153,128,27,1,3,78,251,297,142,185,323,152,109,80,16,45,84,54,96,99,87,232,29,86,86,49,361,359,240,152,71,34,258,129,12,102,196,124,150,26,110,0,66,88,90,453,49,273,175,12
,,0.18,0.17,0.17,0.19,0.14,0.14,0.15,0.2,0.18,0.18,0.19,0.27,0.25,0.23,0.03,0.03,0.26,0.04,0.06,0.02,0.02,0.21,0.17,0.04,0.13,0.14,0.21,0.18,0.09,0.14,0.25,0.03,0.1,0.07,0.18,0.18,0.02,0.22,0.18,0.18,0.18,0.19,0.19,0.2,0.18,0.19,0.09,0.16,0.22,0,0,0,0,1,0,0.25,0,0.17,0.19,0.2,0.09,0.05,0.03,0.06,0.21,0.23,0,0.1,0.17,0.03,0.07,0.04,0.07,0.03,0,0.1,0.03,0,0.1,0.06,0.04,0.1,0.17,0.22,0.17,0.24,0.13,0.12,0.22,0.24,0.24,0.24,0.09,0.11,0.27,0.15,0.19,0.24,0.1,0.14,0.1,0.09,0.09,0.06,0.09,0.09,0.08,0.1,0.09,0.08,0.12,0.07,0.08,0.08,0.08,0.14,0.24,0.13,0.11,0.1,0.07,0.16,0.17,0.08,0.14,0.18,0.17,0.21,0.21,0.3,0,0.16,0.13,0.12,0.23,0.08,0.18,0.17,0.06
,,,,,,,,,abc,,,,de,de,de,,,bcdefgh,,bdeh,,,bcdegh,bcdeh,,e,e,abde,abe,,cdeh,acdefgh,,,,cdeh,cdeh,,j,j,j,j,j,j,j,j,j,,j,jk,,,,,abcdfgh,,abcdfh,,,,bcd,d,,,,dfghijmno,dfghijmn,,n,fjn,,n,n,n,n,,n,n,,n,,,,,,,ac,,,abj,abjk,abjk,abj,,,abjk,b,abj,abjk,,a,d,,,,,,,d,,,bdfgijlmno,,,,,,a,d,d,d,,,,h,ah,abh,ah,abh,abh,abcdeh,,c,,,abc,,a,b,
,65-74,767,114,181,472,17,22,263,709,306,456,113,264,450,43,3,6,757,10,7,2,0,267,499,10,39,193,570,141,53,35,531,4,47,6,67,74,4,72,53,4,39,91,68,62,47,75,45,116,94,0,0,0,0,0,767,0,767,335,432,746,9,8,3,0,734,2,1,9,4,0,4,1,5,1,0,2,0,1,2,0,0,0,111,4,638,22,40,31,9,65,45,19,2,4,12,68,613,72,134,241,73,41,29,1,17,29,17,36,36,51,141,3,29,50,21,295,472,170,64,37,12,232,77,17,173,253,165,133,6,21,0,32,49,58,591,17,243,61,6
,,0.19,0.11,0.18,0.24,0.02,0.02,0.12,0.45,0.14,0.25,0.09,0.3,0.34,0.12,0.01,0.01,0.29,0.01,0.01,*%,0,0.22,0.18,0.01,0.05,0.12,0.25,0.14,0.08,0.05,0.35,0.06,0.08,0.05,0.12,0.18,0.1,0.22,0.27,0.06,0.2,0.19,0.19,0.17,0.13,0.21,0.11,0.22,0.26,0,0,0,0,0,0.71,0,0.71,0.16,0.23,0.22,0.05,0.03,0.02,0,0.23,0.04,0.2,0.11,0.08,0,0.08,0.04,0.05,0.02,0,0.08,0,0.01,0.04,0,0,0,0.05,0.02,0.48,0.05,0.03,0.02,0.05,0.1,0.08,0.17,0.14,0.18,0.04,0.04,0.39,0.12,0.07,0.1,0.05,0.03,0.03,*%,0.03,0.03,0.03,0.04,0.03,0.05,0.07,0.01,0.03,0.05,0.03,0.12,0.32,0.09,0.05,0.05,0.02,0.14,0.1,0.11,0.23,0.23,0.22,0.18,0.05,0.06,0,0.07,0.07,0.07,0.3,0.03,0.16,0.06,0.03
,,,,a,ab,,,ab,abc,c,ac,,cde,acde,de,,,bcdefgh,,,,,bcdegh,bcdeh,,,ae,abde,ae,a,,acdefgh,,a,,ae,acdef,,chj,cefghj,,chj,chj,chj,cj,c,chj,,chj,cefghj,,,,,,abcdeg,,abcdeg,,a,bcd,d,,,,bdefghijlmno,,,fjn,n,,n,,n,,,n,,,,,,,,,abd,,,,b,abcij,abij,abcdeij,,,,ab,abcdefijl,abceij,,a,bdfglm,dl,dl,,dl,dl,dl,dl,dl,dglm,abcdefghijlmno,,dl,dglm,dl,,a,bcd,d,d,,b,,gh,aefgh,aefgh,afgh,afgh,,,,,,,abc,,a,,
,75+,314,37,76,202,1,1,118,310,151,161,22,126,179,6,1,2,311,3,3,0,0,127,187,3,15,62,248,44,18,14,233,1,18,0,19,25,4,12,15,6,15,45,26,32,31,36,18,45,32,0,0,0,0,0,314,0,314,106,207,311,2,1,0,0,309,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,294,0,6,3,4,10,8,2,0,0,1,12,287,15,31,79,24,10,9,0,2,9,2,9,9,16,34,0,9,16,5,75,239,39,6,3,1,77,14,8,69,124,65,37,3,6,1,11,20,25,243,1,117,35,8
,,0.08,0.04,0.08,0.1,*%,*%,0.05,0.2,0.07,0.09,0.02,0.14,0.13,0.02,*%,*%,0.12,*%,0.01,0,0,0.11,0.07,*%,0.02,0.04,0.11,0.04,0.03,0.02,0.15,0.02,0.03,0,0.03,0.06,0.12,0.04,0.07,0.08,0.08,0.09,0.07,0.09,0.09,0.1,0.04,0.09,0.09,0,0,0,0,0,0.29,0,0.29,0.05,0.11,0.09,0.01,*%,0,0,0.1,0,0,0.03,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0.01,0.22,0,*%,*%,0.02,0.02,0.01,0.02,0,0,*%,0.01,0.18,0.02,0.02,0.03,0.02,0.01,0.01,0,*%,0.01,*%,0.01,0.01,0.01,0.02,0,0.01,0.01,0.01,0.03,0.16,0.02,*%,*%,*%,0.05,0.02,0.05,0.09,0.11,0.09,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.12,*%,0.08,0.03,0.04
,,,,a,ab,,,ab,abc,c,c,,cde,cde,e,,,bcdegh,,,,,bcdegh,bcdeh,,,a,abde,a,,,acdefg,,e,,e,ade,acdef,,,,,aj,,aj,aj,aj,,aj,aj,,,,,,abcdeg,,abcdeg,,a,bcd,,,,,bdghijno,,,n,in,,,,,,,,in,,,,,,d,,abd,,,,abj,ab,ab,ab,,,,,abcdefijl,abij,,a,degl,,l,,,l,,,,dgl,bdegil,,,dgl,,,a,bcd,,,,b,,g,efg,aefg,efg,g,,,,,,,abc,,a,,
,Net: 18-64,2923,850,744,1328,737,913,1839,570,1669,1216,1123,502,705,318,298,858,1525,1398,651,525,222,800,2123,1398,740,1411,1483,807,604,683,744,56,488,116,486,321,28,236,132,69,145,344,266,267,282,249,337,360,234,360,601,641,601,721,0,2923,0,1678,1241,2296,152,244,194,26,2169,48,5,74,43,30,44,36,95,67,24,28,29,127,48,18,18,8,2009,170,383,427,1379,1224,156,571,482,92,9,19,279,1570,657,501,1618,2068,1471,1221,811,282,482,917,637,957,1042,1020,1819,405,979,1047,604,2148,775,1665,1302,650,496,1357,688,135,506,714,514,560,114,336,45,380,608,699,1148,607,1174,963,201
