Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,JRF - Low Income Households - Wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q13c_27. Reduced or stopped pension contributions from my salary: The cost of living has recently increased, seeing a rise in overall costs (such as food, utilities and household expenses). Which, if any, of the following best describes how you've approached the rising cost of living so far?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Family equivalized income - main groups,,,Benefits & Pension,,,,Disability,,,Household formation,,,,,Children and adults in HH,,,,,,,,Tenure - main groups,,,,,Tenure - detailed,,,,,,,,Region,,,,,,,,,,,,Age,,,,,,,,Gender,,Ethnicity - main groups,,,,,Ethnicity - detailed,,,,,,,,,,,,,,,,,,Employment - main groups,,,,Employment - detailed,,,,,,,,,,,,Borrowing,,Currently in arrears,,,,,,,,,,,,,,,Gone without at least one essential,,Food insecurity,,,,Lonely,,Occupation/previous occupation,,,,,,,,Low savings,,,,Deductions,,Received a COL payment in last month,
,,Total,1st income quintile,2nd income quintile,3rd income quintile,UC recipients,UC recipients + WTC recipients,Benefits' recipients,Pension recipients,Disabled person in HH,No disabled person in HH,Mental health,Single adult household,2 adults only (no children) household,3+ adults only (no children) household,1 adult only with at least 1 child household,2 adults only with at least 1 child household,No children,Children,1 child,2 children,3 or more children,1 adult,2 or more adults,At least 1 adult and 1 child,Mortgage holder,Renter,Homeowner (with/out mortgage),Social renter,Private renter,Home ownership with a mortgage,Home ownership without a mortgage,Shared ownership (partly paying rent and partly paying mortgage),"Private renting from landlord, living alone or with family/partner","Private renting from landlord, in shared household with other adults not related",Social renting from Local Authority / Council,Social renting from Housing Association,Other type of tenure,Scotland,Wales,Northern Ireland,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,Eastern England,London,South East,South West,18-24,25-34,35-44,45-54,55-64,65+,Net: 18-64 (working age),Net: 65+,Female,Male,White,Mix,Asian,Black,Other,White English / Welsh / Scottish / Northern Irish / British,White Irish,Gypsy or Irish Traveller,Any other White background,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Any other mixed/multiple ethnic background,Indian,Pakistani,Bangladeshi,Chinese,Any other Asian background,Black African,Black Caribbean,Black British or any other Black background,Arab,Any other ethnic group,Working,Not working (actively looking for a job),Retired (fully),Economically inactive (excluding retired),Working full time (Self-Employed or for employer),Working full time for employer,Self-employed full time,Working part time (SE or for employer),Working part time for employer,Self-employed part time,Agency work or temp contract,Zero hour contact,Not working,All adults in household working,No adult in household working,1 but not all adults in work,New/increased borrowing since Nov 2022,Have borrowing,Households in any arrears,Households in arrears with household bills,"Households in arrears with energy bills (water, electricity, gas)",Households in rent arrears,Households in council tax arrears,Household in rent and energy arrears,Household in rent and council tax arrears,Household in council tax and energy arrears,"Household in rent, council tax and energy arrears",Households in arrears with borrowing,Households in arrears or have loans to the state,"Housing arrears (rent, mortgage)",Utility arrears,Personal borrowing arrears,State debt arrears,Yes,No,Cut down on size of or skipped meals often or sometimes,Went hungry often or sometimes,Cut down on size of or skipped meals often,Went hungry often,Felt lonely sometimes,Felt lonely often,"High managerial, admin, prof","Intermediate managerial, admin, prof","Supervisor, admin, prof",Skilled manual,Semi-skilled or unskilled manual,House-wife/husband,Unemployed,Student,,Below £100,Between £101 and £500,£500+,Has benefit deductions,Does not have benefit deductions,Yes,No
,Significance Level: 95%,,a,b,c,a,b,c,d,a,b,c,a,b,c,d,e,a,b,c,d,e,f,g,h,a,b,c,d,e,a,b,c,d,e,f,g,h,a,b,c,d,e,f,g,h,i,j,k,l,a,b,c,d,e,f,g,h,a,b,a,b,c,d,*e,a,b,*c,d,e,f,g,h,i,j,*k,l,m,n,o,*p,*q,*r,a,b,c,d,a,b,c,d,e,f,*g,*h,i,j,k,l,a,b,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,a,b,c,d,a,b,a,b,c,d,e,f,g,h,a,b,c,d,a,b,a,b
,Unweighted Total,4004,1143,1054,1807,806,1002,2279,1463,2153,1804,1296,840,1252,385,326,940,2477,1527,698,577,252,1166,2838,1527,806,1685,2283,901,784,746,1477,60,642,142,527,374,36,330,205,110,225,450,387,301,392,317,447,490,350,353,667,738,597,732,917,3087,917,2253,1746,3286,176,281,222,28,3130,61,6,89,51,35,50,40,109,80,27,32,33,145,58,19,19,9,2232,191,1199,462,1490,1310,181,674,559,118,12,24,311,1724,1454,604,1874,2472,1657,1350,896,300,531,1009,695,1057,1147,1156,2090,430,1084,1183,669,2611,1393,1958,1453,734,541,1705,806,171,728,1073,740,734,131,377,50,442,709,819,1893,676,1538,1113,230
,Total,4004,1001,1001,2002,755,936,2220,1588,2127,1833,1258,892,1334,366,302,866,2593,1411,662,527,222,1195,2809,1411,794,1667,2301,992,675,732,1508,61,553,122,572,420,36,320,200,80,200,480,360,360,360,360,400,521,360,360,601,641,601,721,1081,2923,1081,2119,1880,3354,163,253,197,26,3212,50,6,86,48,30,47,38,100,68,24,30,30,128,50,18,18,8,2138,175,1315,449,1425,1257,169,646,535,114,11,23,292,1649,1556,588,1782,2389,1568,1271,848,283,502,954,656,1001,1086,1087,1994,408,1017,1113,630,2517,1487,1875,1373,690,509,1665,779,160,748,1091,744,729,123,363,46,422,677,782,1982,625,1533,1060,215
,Have been doing this since before six months ago (November 2022),383,140,101,142,97,126,252,77,243,132,148,70,93,39,41,99,202,181,91,66,23,110,272,181,88,190,190,115,76,78,102,10,56,19,73,42,2,29,27,10,20,42,36,27,34,28,57,35,38,64,78,78,78,59,26,357,26,201,180,282,24,45,27,1,265,9,1,8,6,7,4,7,17,16,4,6,2,15,7,5,1,0,276,25,36,50,211,182,30,61,49,12,1,2,36,228,82,47,260,306,259,223,153,51,95,174,120,177,191,190,294,66,180,196,119,335,48,280,239,147,133,170,116,29,68,80,72,71,11,49,4,53,114,101,108,107,132,110,36
,,0.1,0.14,0.1,0.07,0.13,0.13,0.11,0.05,0.11,0.07,0.12,0.08,0.07,0.11,0.13,0.11,0.08,0.13,0.14,0.13,0.1,0.09,0.1,0.13,0.11,0.11,0.08,0.12,0.11,0.11,0.07,0.17,0.1,0.16,0.13,0.1,0.05,0.09,0.13,0.13,0.1,0.09,0.1,0.08,0.09,0.08,0.14,0.07,0.1,0.18,0.13,0.12,0.13,0.08,0.02,0.12,0.02,0.09,0.1,0.08,0.15,0.18,0.14,0.04,0.08,0.18,0.18,0.09,0.13,0.22,0.09,0.2,0.17,0.24,0.15,0.19,0.08,0.12,0.14,0.28,0.05,0,0.13,0.14,0.03,0.11,0.15,0.14,0.18,0.09,0.09,0.1,0.07,0.08,0.12,0.14,0.05,0.08,0.15,0.13,0.17,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.15,0.16,0.18,0.18,0.19,0.13,0.03,0.15,0.17,0.21,0.26,0.1,0.15,0.18,0.09,0.07,0.1,0.1,0.09,0.13,0.08,0.13,0.17,0.13,0.05,0.17,0.09,0.1,0.17
,,,bc,c,,d,d,d,,b,,b,,,b,ab,ab,,afg,afg,afg,,,a,afg,c,c,,c,c,b,,b,b,bd,b,b,,,gik,k,,,,,,,aefghik,,,bcdefgh,efh,efh,efh,fh,,efh,,,,,a,a,a,,,a,,,,ad,,a,a,adgn,,a,,,,,,,c,c,,c,dekl,dekl,dekl,k,k,k,,,kl,dekl,,k,,,,k,k,,k,k,k,k,k,k,,,k,k,k,b,,,,ab,abc,,a,bcdef,,,,,,bc,,d,acd,d,,b,,,a
,Tried this in the last six months (since November 2022),322,124,68,130,79,107,223,66,188,132,99,24,45,26,24,164,96,225,100,92,34,48,273,225,103,132,187,69,63,92,84,11,45,18,47,22,2,25,17,6,9,35,29,28,21,27,67,33,24,64,101,86,38,20,11,310,11,154,167,204,34,42,41,1,186,8,2,7,5,9,15,5,15,15,4,2,6,32,6,3,1,0,270,4,25,27,216,192,24,51,43,8,1,2,8,242,30,31,264,287,258,227,136,54,80,159,110,163,181,206,273,87,186,209,110,294,28,264,242,110,113,182,69,28,71,74,69,62,5,8,4,20,72,140,87,113,100,97,43
,,0.08,0.12,0.07,0.07,0.1,0.11,0.1,0.04,0.09,0.07,0.08,0.03,0.03,0.07,0.08,0.19,0.04,0.16,0.15,0.17,0.15,0.04,0.1,0.16,0.13,0.08,0.08,0.07,0.09,0.13,0.06,0.17,0.08,0.14,0.08,0.05,0.05,0.08,0.08,0.08,0.05,0.07,0.08,0.08,0.06,0.07,0.17,0.06,0.07,0.18,0.17,0.13,0.06,0.03,0.01,0.11,0.01,0.07,0.09,0.06,0.21,0.16,0.21,0.03,0.06,0.17,0.33,0.08,0.09,0.3,0.31,0.14,0.15,0.22,0.15,0.06,0.19,0.25,0.13,0.14,0.04,0,0.13,0.02,0.02,0.06,0.15,0.15,0.14,0.08,0.08,0.07,0.07,0.11,0.03,0.15,0.02,0.05,0.15,0.12,0.16,0.18,0.16,0.19,0.16,0.17,0.17,0.16,0.17,0.19,0.14,0.21,0.18,0.19,0.18,0.12,0.02,0.14,0.18,0.16,0.22,0.11,0.09,0.18,0.09,0.07,0.09,0.08,0.04,0.02,0.09,0.05,0.11,0.18,0.04,0.18,0.07,0.09,0.2
