Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q8_W3. Summary: Rank 1-3 - Thinking about the wellbeing of your local community, which of the following do you see as being most important in the year ahead (2024)? By 'local community' we mean the local area where you live.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Supporting people with the rising cost of living,2662,1128,1527,282,465,478,500,418,518,747,978,937,959,1703,555,867,575,404,261,1421,1241,1536,1106,2319,48,169,75,39,1634,1002,573,511,2413,214,1467,1093,1787,844,1136,333,445,357,1120,1474,1098,1513,1045
,,0.3,0.26,0.33,0.24,0.31,0.34,0.35,0.3,0.25,0.28,0.34,0.27,0.31,0.29,0.28,0.29,0.32,0.3,0.31,0.29,0.31,0.3,0.29,0.31,0.28,0.24,0.25,0.25,0.29,0.32,0.32,0.33,0.3,0.3,0.27,0.35,0.28,0.35,0.25,0.24,0.25,0.28,0.33,0.28,0.33,0.3,0.29
,,,,a,,afgi,aefgi,aefgi,afi,,a,abefgi,,,,,,af,,a,,af,,,cd,,,,,,a,a,a,,,,a,,a,,,,b,abcd,,a,,
,People caring and looking out for each other,2199,1027,1161,190,262,297,381,395,675,452,677,1070,665,1534,506,755,432,323,183,1262,937,1263,924,1928,30,142,55,37,1427,754,375,406,2038,129,1539,588,1769,396,1076,357,412,307,806,1415,728,1180,939
,,0.25,0.24,0.25,0.16,0.18,0.21,0.26,0.28,0.33,0.17,0.24,0.31,0.21,0.26,0.25,0.25,0.24,0.24,0.22,0.25,0.23,0.25,0.24,0.25,0.18,0.2,0.18,0.23,0.25,0.24,0.21,0.26,0.25,0.18,0.28,0.19,0.27,0.17,0.24,0.25,0.23,0.24,0.24,0.27,0.22,0.24,0.26
,,,,,,,abg,abcgh,abcgh,abcdegh,,abcg,abcdegh,,a,,,,,,g,,,,bcd,,,,,c,c,,c,b,,b,,b,,,,,,,b,,,a
,Reducing loneliness and isolation,2092,893,1189,206,323,340,334,352,536,529,674,888,648,1444,479,647,460,324,183,1125,967,1225,862,1860,27,114,54,35,1282,771,427,418,1888,163,1313,706,1546,506,1061,297,455,309,755,1252,789,1170,830
,,0.23,0.21,0.26,0.18,0.22,0.24,0.23,0.25,0.26,0.2,0.23,0.26,0.21,0.25,0.24,0.22,0.25,0.24,0.22,0.23,0.24,0.24,0.23,0.24,0.16,0.16,0.18,0.22,0.22,0.25,0.24,0.27,0.23,0.23,0.24,0.23,0.24,0.21,0.24,0.21,0.26,0.24,0.22,0.24,0.23,0.23,0.23
,,,,a,,a,ag,ag,abg,abgh,,ag,abgh,,a,,,bf,,,,b,,,bcd,,,,,,a,,a,,,,,b,,b,,be,,,,,,
,Preventing youth violence,1771,890,872,291,294,277,299,259,351,586,576,610,701,1070,352,586,391,292,151,938,834,1105,645,1489,47,144,65,23,1134,610,336,316,1607,127,1008,711,1194,562,806,229,313,264,749,918,797,949,754
,,0.2,0.21,0.19,0.25,0.2,0.19,0.21,0.18,0.17,0.22,0.2,0.18,0.23,0.18,0.18,0.2,0.22,0.21,0.18,0.19,0.21,0.22,0.17,0.2,0.28,0.2,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.18,0.18,0.23,0.18,0.24,0.18,0.16,0.18,0.21,0.22,0.17,0.24,0.19,0.21
,,,b,,bcdefhi,,,fi,,,cefi,fi,,b,,,a,af,a,,,af,b,,,acd,,,,,,,,,,,a,,a,,,,abc,abc,,a,,a
,Helping the local economy,1698,909,786,178,253,274,288,288,418,431,561,705,545,1153,411,551,352,242,141,962,736,990,700,1452,20,128,50,41,1172,510,255,270,1560,107,1046,590,1198,473,777,226,311,240,702,1007,628,909,735
,,0.19,0.21,0.17,0.15,0.17,0.19,0.2,0.21,0.2,0.16,0.2,0.21,0.18,0.2,0.2,0.19,0.19,0.18,0.17,0.19,0.18,0.19,0.19,0.19,0.12,0.18,0.16,0.25,0.2,0.16,0.14,0.17,0.19,0.15,0.19,0.19,0.19,0.2,0.17,0.16,0.17,0.19,0.21,0.19,0.19,0.18,0.2
,,,b,,,,ag,abg,abg,abg,,abg,abg,,a,eg,,,,,,,,,b,,b,,b,bcd,,,c,b,,,,,,,,,,abc,,,,a
,Helping people to live healthily and well,1589,785,797,208,262,248,221,246,404,470,470,650,492,1097,377,519,329,249,115,897,693,904,680,1358,17,129,51,31,1049,523,276,270,1442,126,1019,520,1178,392,776,232,300,244,593,971,581,940,606
,,0.18,0.18,0.17,0.18,0.18,0.17,0.15,0.18,0.2,0.18,0.16,0.19,0.16,0.19,0.19,0.18,0.18,0.18,0.14,0.18,0.17,0.18,0.18,0.18,0.1,0.18,0.17,0.19,0.18,0.17,0.16,0.17,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.18,0.18,0.17,0.19,0.17
,,,,,,,,,,dh,,,dh,,a,e,e,e,e,,e,e,,,b,,b,b,,c,,,,,,b,,,,,,,,,,,b,
,Providing services for mental health,1555,623,919,254,340,257,290,214,200,594,546,415,595,960,299,510,310,268,169,809,747,914,634,1349,37,91,39,34,877,650,496,258,1356,167,883,616,1074,461,806,212,351,243,557,880,626,947,555
,,0.17,0.14,0.2,0.22,0.23,0.18,0.2,0.15,0.1,0.22,0.19,0.12,0.19,0.16,0.15,0.17,0.17,0.2,0.2,0.16,0.19,0.18,0.17,0.18,0.22,0.13,0.13,0.21,0.15,0.21,0.28,0.17,0.17,0.24,0.16,0.2,0.17,0.19,0.18,0.15,0.2,0.19,0.17,0.17,0.19,0.19,0.15
,,,,a,cefi,cefhi,efi,efi,fi,,cefhi,efi,f,b,,,a,,af,af,,af,,,cd,cd,,,,,ad,abd,,,a,,a,,a,b,,be,be,,,a,b,
,Providing opportunities for people to have a say in what happens locally,1237,609,619,120,157,161,182,217,401,276,344,617,362,875,355,411,226,154,92,765,471,668,563,1086,13,86,34,14,817,407,201,229,1129,83,802,394,932,298,597,234,225,138,466,749,456,638,566
,,0.14,0.14,0.13,0.1,0.11,0.11,0.13,0.15,0.2,0.1,0.12,0.18,0.12,0.15,0.18,0.14,0.12,0.11,0.11,0.15,0.12,0.13,0.15,0.14,0.08,0.12,0.11,0.09,0.14,0.13,0.11,0.15,0.14,0.12,0.15,0.13,0.14,0.13,0.13,0.17,0.13,0.11,0.14,0.14,0.14,0.13,0.16
,,,,,,,,g,abcdgh,abcdegh,,,abcdegh,,a,bcdefg,dg,,,,cdeg,,,a,b,,,,,c,,,c,,,b,,b,,d,acde,,,d,,,,a
,Bringing people together from across the community,1233,648,581,142,161,199,223,191,317,303,421,508,387,846,325,427,249,142,90,752,480,642,587,1051,21,85,43,27,834,388,202,199,1145,78,893,300,1039,180,733,267,264,201,346,848,353,730,466
,,0.14,0.15,0.13,0.12,0.11,0.14,0.15,0.14,0.16,0.11,0.15,0.15,0.12,0.14,0.16,0.14,0.14,0.1,0.11,0.15,0.12,0.13,0.16,0.14,0.13,0.12,0.14,0.17,0.15,0.12,0.11,0.13,0.14,0.11,0.16,0.1,0.16,0.08,0.16,0.19,0.15,0.16,0.1,0.16,0.1,0.15,0.13
,,,b,,,,bg,abg,bg,abg,,abg,abg,,a,cdeg,deg,d,,,deg,,,a,,,,,,bc,,,,b,,b,,b,,e,acde,e,e,,b,,b,
,Providing support services for homelessness,1046,445,591,212,207,166,158,137,165,420,324,302,402,644,197,341,203,175,129,539,507,622,411,831,29,113,47,22,607,424,256,178,919,107,607,386,742,293,551,164,255,132,356,592,406,654,366
,,0.12,0.1,0.13,0.18,0.14,0.12,0.11,0.1,0.08,0.16,0.11,0.09,0.13,0.11,0.1,0.12,0.11,0.13,0.16,0.11,0.13,0.12,0.11,0.11,0.17,0.16,0.15,0.14,0.11,0.14,0.14,0.12,0.11,0.15,0.11,0.12,0.11,0.12,0.12,0.12,0.14,0.1,0.11,0.11,0.12,0.13,0.1
,,,,a,bcdefhi,cdefhi,fi,fi,,,cdefhi,fi,,b,,,a,,a,abcfg,,af,,,,a,a,a,,,a,ad,,,a,,,,,e,,abde,,,,,b,
,Providing services to support better ageing,1011,539,471,95,107,131,122,201,355,202,253,556,320,692,238,345,192,150,87,582,429,597,410,890,15,56,34,14,641,364,164,198,932,69,647,328,733,270,473,162,183,128,415,605,371,550,423
,,0.11,0.12,0.1,0.08,0.07,0.09,0.08,0.14,0.17,0.08,0.09,0.16,0.1,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.12,0.11,0.12,0.09,0.08,0.11,0.09,0.11,0.12,0.09,0.13,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.12,0.11,0.11,0.11,0.12
,,,b,,,,b,,abcdgh,abcdegh,,b,abcdgh,,a,,,,,,,,,,c,,,,,c,c,,c,,,,,,,,,,,acd,,,,
