Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.33,0.36,0.3,0.25,0.34,0.31,0.32,0.34,0.38,0.3,0.31,0.36,0.16,0.3,0.31,0.31,0.26,0.29,0.31,0.37,0.36,0.39,0.36,0.35,0.34,0.35,0.31,0.34,0.32,0.35,0.34,0.35,0.27,0.43,0.41,0.34,0.25,0.28,0.31,0.38,0.3
,,,b,,,a,,a,a,acgh,,a,ag,,,a,,,,a,ae,ae,ae,a,ae,ae,,,,,i,i,,,,i,,,,,ac,
,Fairly badly,527,253,271,76,78,93,93,71,117,153,186,188,19,43,56,17,50,25,48,44,47,70,40,67,440,153,157,91,122,156,151,27,2,8,11,1,14,122,182,180,146
,,0.24,0.23,0.24,0.3,0.2,0.26,0.23,0.21,0.23,0.24,0.25,0.22,0.28,0.23,0.23,0.18,0.27,0.23,0.25,0.28,0.24,0.23,0.19,0.23,0.24,0.25,0.25,0.2,0.22,0.22,0.27,0.24,0.05,0.2,0.19,0.07,0.25,0.24,0.23,0.24,0.25
,,,,,befi,,,,,,,,,,,,,,,,,,,,,,,,,,d,ad,d,,d,d,,d,d,,,
,Very badly,400,200,199,55,66,67,63,68,81,121,130,149,11,35,52,20,36,22,41,23,30,47,43,40,332,101,119,83,96,160,88,10,13,1,10,1,6,82,178,101,106
,,0.18,0.18,0.17,0.22,0.17,0.19,0.16,0.21,0.16,0.19,0.17,0.18,0.16,0.19,0.21,0.22,0.2,0.21,0.21,0.14,0.16,0.16,0.21,0.14,0.18,0.17,0.19,0.18,0.18,0.23,0.16,0.09,0.38,0.03,0.17,0.13,0.11,0.16,0.23,0.13,0.18
,,,,,f,,,,,,,,,,,l,l,,,l,,,,,,,,,,,bcei,e,,abcefhi,,,,,e,bc,,b
,Don't know,338,116,222,32,44,46,80,49,87,76,126,136,15,34,39,8,32,21,26,22,34,40,27,38,267,72,98,71,95,83,63,19,4,9,12,3,12,102,111,105,101
,,0.15,0.11,0.19,0.13,0.11,0.13,0.2,0.15,0.17,0.12,0.17,0.16,0.23,0.18,0.15,0.09,0.18,0.2,0.13,0.14,0.18,0.13,0.13,0.13,0.14,0.12,0.16,0.16,0.18,0.12,0.11,0.17,0.11,0.25,0.2,0.45,0.22,0.2,0.14,0.14,0.17
,,,,a,,,,abceg,,bg,,bg,bg,d,d,,,d,d,,,,,,,,,,,a,,,,,ab,,,ab,ab,,,
,Sum: Well,970,519,450,86,199,152,160,143,231,285,311,374,22,76,103,46,64,40,78,69,82,145,98,148,832,283,252,206,228,308,250,56,16,20,25,2,23,201,317,364,239
,,0.43,0.48,0.39,0.35,0.52,0.42,0.4,0.43,0.45,0.45,0.41,0.44,0.33,0.4,0.41,0.5,0.35,0.37,0.4,0.44,0.43,0.48,0.47,0.5,0.44,0.46,0.4,0.46,0.42,0.44,0.45,0.5,0.46,0.52,0.44,0.34,0.42,0.4,0.4,0.49,0.4
,,,b,,,acdefghi,,,a,a,a,,a,,,,aef,,,,,,ef,e,abcefg,e,b,,,,,,,,,,,,,,ac,
,Sum: Badly,927,454,470,130,144,160,156,139,198,274,316,337,29,78,108,37,86,47,89,67,77,118,83,107,772,253,276,174,218,316,239,38,15,9,21,1,21,204,359,281,253
,,0.41,0.42,0.41,0.53,0.37,0.45,0.39,0.42,0.38,0.43,0.42,0.4,0.44,0.42,0.43,0.41,0.47,0.43,0.46,0.42,0.4,0.39,0.4,0.37,0.41,0.42,0.44,0.39,0.4,0.45,0.43,0.34,0.43,0.23,0.36,0.21,0.37,0.4,0.46,0.37,0.43
,,,,,bdefghi,,b,,,,,,,,,,,l,,l,,,,,,,,,,,ce,e,,,,,,,e,b,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
