Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6b_4. Learning development: To what extent do you feel equipped, if at all, to help your child/children aged 12 - 17, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 12 - 17 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,*b,c,*d,*e,*f,*g,*h,*i,j,*k,l,a,b,a,*b,*c,*d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,259,52,114,259,185,183,40,215,4,142,117,9,18,43,13,21,12,20,20,17,30,16,40,138,121,217,10,22,8,2,41,116,138,254,5,38,83,138
,Total,262,52,116,262,187,184,40,218,4,152,110,10,18,44,13,20,11,19,22,17,30,16,41,139,123,220,10,22,8,2,41,110,147,257,5,39,84,139
,Very equipped (5.0),54,11,26,54,40,40,11,41,2,38,17,2,2,8,4,5,2,5,7,6,2,3,8,31,24,45,2,1,5,1,8,17,37,53,1,11,22,21
,,0.21,0.21,0.22,0.21,0.21,0.22,0.28,0.19,0.51,0.25,0.15,0.23,0.12,0.19,0.31,0.24,0.16,0.25,0.3,0.36,0.07,0.18,0.21,0.22,0.19,0.21,0.2,0.04,0.62,0.51,0.19,0.15,0.25,0.21,0.2,0.29,0.27,0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,c,
,Somewhat equipped (4.0),109,24,48,109,76,79,13,95,1,60,49,5,6,16,2,11,5,8,8,8,17,6,18,62,47,93,4,10,2,0,16,48,60,108,1,14,25,69
,,0.41,0.47,0.41,0.41,0.41,0.43,0.33,0.43,0.25,0.39,0.44,0.45,0.33,0.37,0.15,0.53,0.4,0.4,0.35,0.47,0.57,0.38,0.45,0.45,0.38,0.42,0.39,0.45,0.25,0,0.39,0.44,0.4,0.42,0.21,0.37,0.3,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b
,Neither equipped nor unequipped (3.0),59,12,25,59,42,40,5,54,0,37,22,1,8,12,5,1,2,5,6,3,6,4,7,26,33,49,3,6,0,1,10,22,35,57,2,8,25,26
,,0.23,0.23,0.21,0.23,0.22,0.22,0.13,0.25,0,0.25,0.2,0.11,0.44,0.26,0.39,0.05,0.18,0.26,0.25,0.17,0.2,0.25,0.17,0.19,0.27,0.22,0.31,0.28,0,0.49,0.25,0.2,0.24,0.22,0.39,0.21,0.29,0.19
,Somewhat unequipped (2.0),30,3,13,30,23,20,7,22,1,12,18,2,2,5,2,3,1,1,2,0,4,3,5,15,15,25,1,3,1,0,5,18,12,30,0,3,7,20
,,0.11,0.05,0.11,0.11,0.12,0.11,0.17,0.1,0.24,0.08,0.17,0.22,0.11,0.11,0.15,0.13,0.09,0.05,0.1,0,0.13,0.19,0.12,0.11,0.12,0.11,0.1,0.14,0.13,0,0.12,0.17,0.08,0.12,0,0.08,0.08,0.14
,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,b,,,,,,
,Not at all equipped (1.0),8,1,4,8,6,5,2,6,0,4,4,0,0,2,0,1,2,0,0,0,1,0,2,5,3,6,0,2,0,0,2,4,3,7,1,2,3,3
,,0.03,0.02,0.03,0.03,0.03,0.03,0.05,0.03,0,0.03,0.03,0,0,0.05,0,0.05,0.17,0,0,0,0.03,0,0.05,0.03,0.02,0.03,0,0.09,0,0,0.05,0.03,0.02,0.03,0.2,0.05,0.03,0.02
,Don't know,2,1,1,2,1,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,2,0,0,2,0
,,0.01,0.02,0.01,0.01,0.01,0.01,0.05,0,0,0.01,0.01,0,0,0.02,0,0,0,0.05,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0,0.02,0
,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NET: Equipped,163,35,73,163,116,119,24,136,3,98,66,7,8,25,6,16,6,13,14,14,19,9,27,93,71,138,6,11,7,1,24,65,96,161,2,25,48,90
,,0.62,0.68,0.64,0.62,0.62,0.65,0.61,0.62,0.76,0.64,0.6,0.67,0.45,0.56,0.46,0.76,0.56,0.65,0.65,0.83,0.64,0.56,0.66,0.67,0.57,0.63,0.59,0.49,0.87,0.51,0.58,0.59,0.65,0.63,0.41,0.66,0.57,0.65
,NET: Unequipped,38,4,17,38,29,24,8,28,1,16,22,2,2,7,2,4,3,1,2,0,5,3,7,20,18,31,1,5,1,0,7,22,15,37,1,5,10,23
,,0.14,0.07,0.14,0.14,0.15,0.13,0.21,0.13,0.24,0.1,0.2,0.22,0.11,0.16,0.15,0.19,0.26,0.05,0.1,0,0.16,0.19,0.17,0.15,0.14,0.14,0.1,0.23,0.13,0,0.17,0.2,0.1,0.14,0.2,0.13,0.12,0.17
,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,b,,,,,,
,Mean score,3.66,3.81,3.68,3.66,3.65,3.71,3.67,3.65,4.02,3.76,3.52,3.68,3.46,3.55,3.61,3.76,3.29,3.89,3.85,4.18,3.52,3.55,3.65,3.71,3.61,3.67,3.7,3.23,4.36,4.01,3.56,3.52,3.79,3.67,3.21,3.77,3.7,3.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,
,Base for stats,260,51,115,260,186,184,38,218,4,151,109,10,18,43,13,20,11,19,22,17,30,16,41,139,121,218,10,22,8,2,41,109,146,255,5,39,82,139
,Standard Deviation,1.029,0.913,1.049,1.029,1.047,1.009,1.224,0.989,1.394,1.004,1.05,1.107,0.866,1.085,1.12,1.135,1.376,0.872,0.984,0.728,0.93,1.031,1.097,1.041,1.017,1.017,0.951,1.049,1.074,1.368,1.09,1.052,0.983,1.02,1.494,1.125,1.072,0.979
,Error variance,*,0.02,0.01,*,0.01,0.01,0.04,*,0.49,0.01,0.01,0.14,0.04,0.03,0.1,0.06,0.16,0.04,0.05,0.03,0.03,0.07,0.03,0.01,0.01,*,0.09,0.05,0.14,0.94,0.03,0.01,0.01,*,0.45,0.03,0.01,0.01
,"Columns Tested: a,b,c - a,b - a,b,c - a,b - a,b,c,d,e,f,g,h,i,j,k,l - a,b - a,b,c,d,e,f - a,b,c,d - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
