Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,JRF - Low Income Households - Wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q41. For which, if any, of the following reasons has your landlord or letting agent contacted you in the last six months (since November 2022)??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: Private and social renters and shared ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Family equivalized income - main groups,,,Benefits & Pension,,,,Disability,,,Household formation,,,,,Children and adults in HH,,,,,,,,Tenure - main groups,,,,,Tenure - detailed,,,,,,,,Region,,,,,,,,,,,,Age,,,,,,,,Gender,,Ethnicity - main groups,,,,,Ethnicity - detailed,,,,,,,,,,,,,,,,,,Employment - main groups,,,,Employment - detailed,,,,,,,,,,,,Borrowing,,Currently in arrears,,,,,,,,,,,,,,,Gone without at least one essential,,Food insecurity,,,,Lonely,,Occupation/previous occupation,,,,,,,,Low savings,,,,Deductions,,Received a COL payment in last month,
,,Total,1st income quintile,2nd income quintile,3rd income quintile,UC recipients,UC recipients + WTC recipients,Benefits' recipients,Pension recipients,Disabled person in HH,No disabled person in HH,Mental health,Single adult household,2 adults only (no children) household,3+ adults only (no children) household,1 adult only with at least 1 child household,2 adults only with at least 1 child household,No children,Children,1 child,2 children,3 or more children,1 adult,2 or more adults,At least 1 adult and 1 child,Mortgage holder,Renter,Homeowner (with/out mortgage),Social renter,Private renter,Home ownership with a mortgage,Home ownership without a mortgage,Shared ownership (partly paying rent and partly paying mortgage),"Private renting from landlord, living alone or with family/partner","Private renting from landlord, in shared household with other adults not related",Social renting from Local Authority / Council,Social renting from Housing Association,Other type of tenure,Scotland,Wales,Northern Ireland,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,Eastern England,London,South East,South West,18-24,25-34,35-44,45-54,55-64,65+,Net: 18-64 (working age),Net: 65+,Female,Male,White,Mix,Asian,Black,Other,White English / Welsh / Scottish / Northern Irish / British,White Irish,Gypsy or Irish Traveller,Any other White background,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Any other mixed/multiple ethnic background,Indian,Pakistani,Bangladeshi,Chinese,Any other Asian background,Black African,Black Caribbean,Black British or any other Black background,Arab,Any other ethnic group,Working,Not working (actively looking for a job),Retired (fully),Economically inactive (excluding retired),Working full time (Self-Employed or for employer),Working full time for employer,Self-employed full time,Working part time (SE or for employer),Working part time for employer,Self-employed part time,Agency work or temp contract,Zero hour contact,Not working,All adults in household working,No adult in household working,1 but not all adults in work,New/increased borrowing since Nov 2022,Have borrowing,Households in any arrears,Households in arrears with household bills,"Households in arrears with energy bills (water, electricity, gas)",Households in rent arrears,Households in council tax arrears,Household in rent and energy arrears,Household in rent and council tax arrears,Household in council tax and energy arrears,"Household in rent, council tax and energy arrears",Households in arrears with borrowing,Households in arrears or have loans to the state,"Housing arrears (rent, mortgage)",Utility arrears,Personal borrowing arrears,State debt arrears,Yes,No,Cut down on size of or skipped meals often or sometimes,Went hungry often or sometimes,Cut down on size of or skipped meals often,Went hungry often,Felt lonely sometimes,Felt lonely often,"High managerial, admin, prof","Intermediate managerial, admin, prof","Supervisor, admin, prof",Skilled manual,Semi-skilled or unskilled manual,House-wife/husband,Unemployed,Student,,Below £100,Between £101 and £500,£500+,Has benefit deductions,Does not have benefit deductions,Yes,No
,Significance Level: 95%,,a,b,c,a,b,c,d,a,b,c,a,b,c,d,e,a,b,c,d,e,f,g,h,a,b,c,d,e,*a,*b,c,d,e,f,g,*h,a,b,c,d,e,f,g,h,i,j,k,l,a,b,c,d,e,f,g,h,a,b,a,b,c,d,*e,a,*b,*c,d,e,*f,*g,*h,i,j,*k,*l,*m,n,o,*p,*q,*r,a,b,c,d,a,b,c,d,e,f,*g,*h,i,j,k,l,a,b,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,a,b,c,d,a,b,a,b,c,d,e,f,g,h,a,b,c,d,a,b,a,b
,Unweighted Total,1745,601,461,683,624,709,1276,338,1132,588,774,388,410,154,227,443,952,793,356,279,158,615,1130,793,60,1685,60,901,784,0,0,60,642,142,527,374,0,157,89,45,114,195,154,114,176,119,228,219,135,227,419,387,277,229,206,1539,206,1089,654,1357,93,118,159,15,1274,22,2,59,30,19,17,27,36,33,16,14,19,111,34,14,11,4,1043,125,320,309,670,600,70,319,280,40,7,14,199,802,578,270,1005,1269,970,814,511,300,336,624,500,624,714,620,1142,307,618,674,402,1363,382,1085,840,439,303,826,465,57,217,357,296,392,100,290,36,326,471,392,511,482,755,777,121
,Total,1728,532,441,754,591,670,1255,385,1117,587,758,429,428,146,211,400,1002,726,336,251,138,640,1088,726,61,1667,61,992,675,0,0,61,553,122,572,420,0,159,86,32,102,207,142,134,161,133,206,231,136,230,375,336,286,241,260,1468,260,1014,712,1384,85,103,140,13,1308,18,2,56,29,16,15,24,30,28,15,12,18,96,29,14,10,3,999,117,353,306,640,576,64,306,270,36,6,13,192,767,613,258,952,1219,920,770,486,283,317,592,472,594,679,581,1089,290,582,634,378,1315,413,1043,804,420,289,805,454,52,214,358,298,393,96,286,32,314,451,381,537,453,765,752,114
,To discuss a rent increase and new tenancy agreement which I can afford to pay,442,113,109,221,152,179,323,95,288,147,203,113,105,32,63,100,249,193,91,68,33,176,266,193,15,427,15,294,133,0,0,15,110,23,159,135,0,46,23,7,28,42,25,38,50,40,57,52,34,49,88,87,87,62,69,373,69,259,181,360,21,22,38,2,338,3,0,20,6,3,6,6,5,8,0,1,8,26,8,4,2,0,277,24,87,65,174,156,18,87,79,9,1,3,38,208,140,75,249,325,223,178,110,67,73,142,110,138,160,147,269,69,128,154,88,333,109,256,182,91,59,214,113,7,65,105,81,105,26,51,3,65,117,91,163,96,221,188,28
,,0.26,0.21,0.25,0.29,0.26,0.27,0.26,0.25,0.26,0.25,0.27,0.26,0.25,0.22,0.3,0.25,0.25,0.27,0.27,0.27,0.24,0.28,0.24,0.27,0.24,0.26,0.24,0.3,0.2,0,0,0.24,0.2,0.19,0.28,0.32,0,0.29,0.27,0.23,0.28,0.2,0.18,0.29,0.31,0.3,0.28,0.23,0.25,0.21,0.24,0.26,0.31,0.26,0.26,0.25,0.26,0.26,0.25,0.26,0.25,0.21,0.27,0.14,0.26,0.14,0,0.35,0.21,0.19,0.39,0.24,0.17,0.28,0,0.1,0.43,0.27,0.26,0.32,0.19,0,0.28,0.21,0.25,0.21,0.27,0.27,0.28,0.29,0.29,0.25,0.14,0.21,0.2,0.27,0.23,0.29,0.26,0.27,0.24,0.23,0.23,0.24,0.23,0.24,0.23,0.23,0.24,0.25,0.25,0.24,0.22,0.24,0.23,0.25,0.26,0.25,0.23,0.22,0.21,0.27,0.25,0.13,0.3,0.29,0.27,0.27,0.27,0.18,0.1,0.21,0.26,0.24,0.3,0.21,0.29,0.25,0.25
,,,,,a,,,,,,,,,,,,,,,,,,,,,,e,,be,,,,,,,de,de,,f,,,,,,f,ef,f,f,,,,,,ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,i,i,,i,ik,,,,,i,,ik,,,,,,,,,,,,,,,,,,,,,,,,,,,agh,agh,agh,agh,ah,,,,,,ac,,a,,
,To assure me that I can stay in my home,160,68,30,62,51,63,108,30,98,59,59,19,36,20,10,62,75,86,36,34,15,29,132,86,8,153,8,42,111,0,0,8,90,21,28,14,0,7,8,1,10,20,20,12,16,10,28,17,12,48,45,36,13,12,6,154,6,92,68,95,12,21,31,2,84,2,0,9,4,4,1,3,7,4,4,4,2,23,4,4,2,0,121,11,14,23,87,77,10,33,28,5,1,0,12,105,26,16,124,140,116,102,56,52,35,77,68,69,86,92,134,53,80,97,48,140,20,117,104,49,41,84,37,5,24,35,36,37,4,12,7,14,37,64,42,44,59,45,26
,,0.09,0.13,0.07,0.08,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.04,0.09,0.14,0.05,0.15,0.07,0.12,0.11,0.14,0.11,0.04,0.12,0.12,0.13,0.09,0.13,0.04,0.16,0,0,0.13,0.16,0.17,0.05,0.03,0,0.04,0.09,0.02,0.1,0.1,0.14,0.09,0.1,0.08,0.14,0.07,0.09,0.21,0.12,0.11,0.04,0.05,0.02,0.11,0.02,0.09,0.1,0.07,0.14,0.2,0.22,0.13,0.06,0.13,0,0.15,0.15,0.25,0.06,0.11,0.22,0.15,0.28,0.33,0.1,0.24,0.14,0.26,0.17,0,0.12,0.09,0.04,0.07,0.14,0.13,0.16,0.11,0.1,0.14,0.14,0,0.06,0.14,0.04,0.06,0.13,0.11,0.13,0.13,0.12,0.18,0.11,0.13,0.14,0.12,0.13,0.16,0.12,0.18,0.14,0.15,0.13,0.11,0.05,0.11,0.13,0.12,0.14,0.1,0.08,0.1,0.11,0.1,0.12,0.09,0.04,0.04,0.23,0.05,0.08,0.17,0.08,0.1,0.08,0.06,0.23
,,,bc,,,,,,,,,,,a,ad,,abd,f,af,f,af,f,,af,af,d,d,d,,bd,,,fg,fg,fg,,,,,,,,,ack,,,,ack,,,bcdefgh,defh,defh,,,,defh,,,,,a,a,a,,,,,a,,,,,a,,,,,a,,,,,cd,c,,,ikl,ikl,ikl,kl,k,k,,,,ikl,,,,,,,,abcefhiko,,,,,,cehk,,abcefhiko,,h,,b,,,,,,,,,fg,g,fg,g,,,cefg,,,abd,,,,,a
,To offer me general reassurance about my home but nothing specific,155,59,31,65,45,59,112,30,107,47,67,32,24,21,12,54,77,79,32,32,14,44,112,79,15,140,15,55,85,0,0,15,70,15,30,24,0,11,10,3,8,21,15,9,11,14,26,15,12,42,48,28,14,17,7,149,7,83,70,92,16,19,25,4,83,1,1,7,5,3,4,3,4,6,4,2,3,21,3,1,3,1,101,10,14,34,77,69,9,23,21,2,2,2,18,82,36,28,119,134,106,93,51,36,34,67,55,68,79,80,120,37,68,86,46,137,19,115,103,51,36,79,49,10,23,42,30,18,3,23,7,19,30,56,50,53,55,57,24
,,0.09,0.11,0.07,0.09,0.08,0.09,0.09,0.08,0.1,0.08,0.09,0.07,0.06,0.14,0.06,0.13,0.08,0.11,0.09,0.13,0.1,0.07,0.1,0.11,0.25,0.08,0.25,0.06,0.13,0,0,0.25,0.13,0.13,0.05,0.06,0,0.07,0.12,0.09,0.08,0.1,0.1,0.07,0.07,0.11,0.13,0.07,0.09,0.18,0.13,0.08,0.05,0.07,0.03,0.1,0.03,0.08,0.1,0.07,0.18,0.18,0.18,0.27,0.06,0.06,0.58,0.13,0.19,0.19,0.24,0.14,0.15,0.21,0.27,0.15,0.15,0.22,0.1,0.07,0.27,0.26,0.1,0.09,0.04,0.11,0.12,0.12,0.14,0.08,0.08,0.07,0.29,0.13,0.09,0.11,0.06,0.11,0.12,0.11,0.11,0.12,0.1,0.13,0.11,0.11,0.12,0.11,0.12,0.14,0.11,0.13,0.12,0.14,0.12,0.1,0.04,0.11,0.13,0.12,0.12,0.1,0.11,0.19,0.11,0.12,0.1,0.05,0.03,0.08,0.2,0.06,0.07,0.15,0.09,0.12,0.07,0.08,0.21
