Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,P024065 BBC 100 Women10th Anniversary Survey 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6_6. Decide the contraception they want to use: Compared with 10 years ago (i.e. 2012), is it generally easier or more difficult for women in your country to do each of the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Brazil,China,Egypt,India,Indonesia,Kenya,Mexico,Nigeria,Pakistan,Russia,Saudi Arabia,Turkey,UK,Ukraine,USA,18-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Working (full time or part time),Not working,In education,Retired,"Other (incl. house wife, full time carer)",Single,NET: In a relationship,Living as a couple/Co-habiting,Married / civil partnership,Separated/divorced/widowed
,Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,c,d,e,f,g,h,i,a,b,c,d,e,a,b,c,d,e
,Unweighted Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2783,3933,3188,2452,1800,1567,6716,5640,3367,9808,1729,1142,1391,1653,4049,9699,2237,7462,1792
,Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2585,3428,3037,2724,2084,1865,6014,5761,3949,9703,1725,1078,1586,1631,3857,9765,2304,7461,1931
,Much easier,6410,523,452,536,357,314,525,766,389,175,343,431,493,423,372,312,1019,1475,1299,1125,805,687,2494,2424,1493,4218,575,371,598,649,1418,4187,941,3246,762
,,0.41,0.52,0.44,0.5,0.32,0.3,0.51,0.69,0.38,0.17,0.34,0.43,0.43,0.4,0.37,0.3,0.39,0.43,0.43,0.41,0.39,0.37,0.41,0.42,0.38,0.43,0.33,0.34,0.38,0.4,0.37,0.43,0.41,0.44,0.39
,,,bdehijklmno,dehijmno,bdehijklmno,i,i,bdehijklmno,abcdefhijklmno,deijo,,ei,dehijno,dehijno,deijo,deio,i,,aefi,aefi,fi,,,efi,aefi,,bcde,,,b,bc,,ae,a,ace,
,Slightly easier,4338,265,347,290,358,365,304,193,319,267,311,292,309,305,215,197,687,959,863,761,573,495,1646,1624,1069,2873,430,266,390,380,1055,2764,640,2124,480
,,0.28,0.26,0.34,0.27,0.32,0.34,0.3,0.17,0.31,0.27,0.31,0.29,0.27,0.29,0.21,0.19,0.27,0.28,0.28,0.28,0.28,0.27,0.27,0.28,0.27,0.3,0.25,0.25,0.25,0.23,0.27,0.28,0.28,0.28,0.25
,,,gno,acfgiklmno,gno,acgilno,acfgiklmno,gno,,acgilno,gno,agilno,gno,gno,gno,g,,,,,,,,,,,bcde,,,,,e,e,e,e,
,About the same,2714,129,162,131,177,211,57,104,115,147,245,165,198,267,297,310,305,498,518,512,453,428,803,1030,881,1533,344,140,393,304,631,1658,386,1272,394
,,0.17,0.13,0.16,0.12,0.16,0.2,0.06,0.09,0.11,0.15,0.24,0.16,0.17,0.25,0.29,0.3,0.12,0.15,0.17,0.19,0.22,0.23,0.13,0.18,0.22,0.16,0.2,0.13,0.25,0.19,0.16,0.17,0.17,0.17,0.2
,,,fg,cfgh,fg,acfgh,abcdfghik,,f,f,fgh,abcdefghikl,acfgh,acfgh,abcdefghikl,abcdefghijklm,abcdefghijklm,,a,abg,abg,abcdgh,abcdgh,a,abg,abcdgh,c,ac,,abce,ac,,,,,abcd
,Slightly more difficult,1018,37,36,42,118,77,89,17,88,183,36,49,80,30,25,112,239,230,170,157,114,108,470,327,221,544,151,115,77,130,312,577,154,423,112
,,0.06,0.04,0.04,0.04,0.11,0.07,0.09,0.02,0.09,0.18,0.04,0.05,0.07,0.03,0.02,0.11,0.09,0.07,0.06,0.06,0.05,0.06,0.08,0.06,0.06,0.06,0.09,0.11,0.05,0.08,0.08,0.06,0.07,0.06,0.06
,,,g,g,g,abcegjklmn,abcgjkmn,abcgjkmn,,abcgjkmn,abcdefghjklmno,g,gmn,abcgjkmn,g,,abcegjklmn,bcdefghi,chi,,,,,bcdefhi,,,,ad,ade,,ad,bcde,,,,
,Much more difficult,590,30,12,23,61,45,40,17,74,114,10,35,47,7,14,61,148,159,100,91,47,46,308,190,92,322,86,74,31,77,189,316,92,223,67
,,0.04,0.03,0.01,0.02,0.06,0.04,0.04,0.02,0.07,0.11,0.01,0.03,0.04,0.01,0.01,0.06,0.06,0.05,0.03,0.03,0.02,0.02,0.05,0.03,0.02,0.03,0.05,0.07,0.02,0.05,0.05,0.03,0.04,0.03,0.03
,,,bgjmn,,jm,abcgjkmn,bcgjmn,bcgjmn,,abcefgjklmn,abcdefghjklmno,,bgjmn,bcgjmn,,,abcfgjkmn,bcdefhi,cdefhi,ei,ei,,,cdefhi,ei,,d,ad,abde,,ad,bde,,d,,
,Don't know,653,24,16,45,36,49,7,13,32,121,66,40,32,36,86,49,187,107,88,78,92,101,294,166,193,213,139,112,97,91,252,264,91,173,117
,,0.04,0.02,0.02,0.04,0.03,0.05,0.01,0.01,0.03,0.12,0.07,0.04,0.03,0.03,0.09,0.05,0.07,0.03,0.03,0.03,0.04,0.05,0.05,0.03,0.05,0.02,0.08,0.1,0.06,0.06,0.07,0.03,0.04,0.02,0.06
,,,fg,,abfg,bfg,abfgl,,,bfg,abcdefghjklmno,abcdfghklm,abfg,fg,bfg,abcdefghklmo,abfgl,bcdefghi,,,,bcdh,bcdh,bcdh,,bcdh,,ade,abde,a,a,bcd,,bd,,bcd
,NET: Easier,10748,788,799,827,715,680,829,958,708,442,653,723,803,728,587,509,1706,2434,2162,1886,1379,1183,4139,4048,2561,7090,1005,637,987,1029,2473,6951,1581,5370,1242
