Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0.14,0.17,0.21,0.07,0.15,0.16,0.16,0.16,0.15,0.12,0.16,0.3,0.08,0.15,0.09,0.12,0.19,0.13,0.14,0.1,0.14,0.2,0.13,0.13,0.09,0.13,0.16,0.12,0.15,0.09,0.25,0.14,0.15,0.14,0.17,0,0,0.14,0.13,0.38,0.11,0.19,0.27,0.13,0.24,0.18,0.08,0.13,0,0.11,0.15,0.16,0.13,0.29,0,0.15,0,0.16,0.13,0.13,0.05,0.17,0.2,0,0.12,0,0,1,0.15,0,0,0,0.1,0.22,0,0,0.34,0.22,0.12,0.36,0,0,0.17,0,0,0.05,0.17,0.14,0.62,0.21,0.24,0,0,0,0,0.18,0.04,0.05,0.15,0.14,0.14,0.14,0.15,0.19,0.15,0.15,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.78,0.13,0.13,0.15,0.16,0.09,0.19,0.23,0.14,0.1,0.1,0.21,0.22,0.08,0,0.04,0.26,0.11,0.12,0.15,0.17,0.17,0.11
,£50 - £99,32,14,6,12,5,11,25,15,23,10,15,4,5,4,2,13,13,19,5,9,5,6,26,19,13,14,18,9,5,12,6,1,4,1,3,7,0,3,1,1,1,2,2,3,4,4,7,5,2,10,5,7,6,2,1,31,1,12,21,17,4,5,6,1,16,1,0,0,1,2,1,0,3,2,0,0,0,4,1,1,1,0,26,0,3,5,20,19,1,5,4,1,0,0,2,22,4,2,30,31,32,32,17,2,13,17,14,20,20,28,32,10,21,27,32,32,0,27,25,13,12,16,6,2,8,6,8,6,0,2,0,3,7,15,8,17,7,10,6
,,0.22,0.26,0.16,0.23,0.11,0.16,0.22,0.32,0.22,0.24,0.28,0.2,0.37,0.39,0.14,0.19,0.31,0.18,0.14,0.22,0.2,0.17,0.24,0.18,0.28,0.2,0.24,0.22,0.17,0.29,0.19,0.17,0.18,0.15,0.09,0.51,0,0.23,0.1,0.19,0.11,0.11,0.23,0.15,0.36,0.3,0.24,0.36,0.25,0.42,0.13,0.16,0.24,0.31,0.28,0.22,0.28,0.18,0.26,0.18,0.28,0.22,0.36,0.58,0.18,0.47,0,0,0.28,0.43,0.28,0,0.34,0.22,0,0,0,0.55,0.1,0.64,0.58,0,0.22,0,0.27,0.26,0.21,0.21,0.24,0.27,0.23,0.65,0,0,0.43,0.22,0.19,0.19,0.23,0.23,0.22,0.22,0.18,0.06,0.2,0.17,0.17,0.19,0.19,0.23,0.22,0.21,0.2,0.22,0.22,0.23,0,0.21,0.2,0.2,0.19,0.26,0.13,0.17,0.2,0.26,0.27,0.24,0,0.19,0,0.19,0.17,0.24,0.27,0.24,0.16,0.18,0.23
,,,,,,,,,ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,,,,,,,,d,d,,,d,d,,,,,,,,,,,,,,,,,,,,,,,,
,£100 - £199,23,10,6,7,7,10,17,6,17,6,6,3,3,0,4,11,6,18,7,8,3,7,17,18,7,14,9,6,8,6,3,1,6,2,4,2,0,2,2,1,2,3,0,2,2,4,2,2,1,4,9,9,0,1,0,23,0,11,12,12,6,3,2,0,12,0,0,0,2,1,2,1,1,1,2,0,0,0,2,0,0,0,18,2,0,5,14,13,1,4,3,1,1,1,2,14,6,2,22,23,23,23,16,6,11,17,12,16,17,19,23,8,17,22,23,23,1,17,18,10,9,12,6,2,5,4,3,4,0,5,1,2,4,15,3,11,6,9,6
,,0.16,0.19,0.15,0.14,0.16,0.14,0.14,0.13,0.17,0.15,0.11,0.18,0.18,0,0.21,0.16,0.13,0.17,0.19,0.18,0.12,0.19,0.15,0.17,0.14,0.21,0.12,0.15,0.3,0.14,0.09,0.17,0.26,0.42,0.14,0.17,0,0.13,0.23,0.43,0.2,0.19,0,0.12,0.22,0.3,0.09,0.16,0.13,0.18,0.24,0.19,0,0.15,0,0.17,0,0.16,0.15,0.13,0.47,0.16,0.09,0,0.14,0,0,0,0.57,0.19,0.72,0.5,0.1,0.09,1,0,0,0,0.21,0,0,0,0.15,0.51,0,0.26,0.14,0.14,0.14,0.2,0.19,0.35,1,1,0.29,0.14,0.24,0.12,0.17,0.17,0.16,0.16,0.17,0.2,0.16,0.17,0.15,0.15,0.16,0.16,0.16,0.17,0.15,0.18,0.16,0.16,0.22,0.13,0.15,0.15,0.15,0.19,0.12,0.16,0.12,0.19,0.1,0.14,0,0.39,1,0.11,0.11,0.24,0.09,0.16,0.14,0.17,0.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£200 - £299,20,7,6,7,4,7,14,5,14,6,5,2,1,2,3,11,5,15,6,5,5,6,14,15,11,4,16,2,2,10,5,1,2,0,2,0,0,1,1,0,2,4,0,2,0,2,7,0,1,2,6,5,4,1,1,18,1,8,10,12,0,4,3,0,12,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,0,0,17,0,2,1,16,16,0,1,1,0,0,0,0,16,3,1,19,20,20,20,11,1,9,12,9,13,13,15,20,4,13,16,20,20,0,20,20,10,10,7,8,2,8,3,5,0,0,1,0,3,1,12,4,5,8,8,2
,,0.13,0.13,0.15,0.13,0.09,0.11,0.12,0.1,0.13,0.14,0.09,0.12,0.05,0.16,0.19,0.15,0.11,0.15,0.15,0.11,0.2,0.16,0.13,0.15,0.24,0.06,0.21,0.05,0.07,0.25,0.16,0.15,0.08,0,0.07,0,0,0.07,0.12,0,0.23,0.24,0,0.14,0,0.14,0.24,0,0.12,0.08,0.17,0.11,0.17,0.11,0.24,0.13,0.24,0.13,0.13,0.13,0,0.2,0.2,0,0.14,0,0,0,0,0,0,0,0.38,0.11,0,0,0,0.12,0.34,0,0,0,0.14,0,0.18,0.05,0.17,0.18,0,0.04,0.05,0,0,0,0,0.16,0.13,0.06,0.14,0.14,0.13,0.13,0.12,0.03,0.14,0.12,0.12,0.13,0.12,0.12,0.13,0.09,0.12,0.13,0.13,0.14,0,0.15,0.16,0.15,0.15,0.11,0.15,0.17,0.22,0.13,0.18,0,0,0.08,0,0.19,0.03,0.19,0.14,0.08,0.19,0.14,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,bde,,bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,
,£300 - £399,8,2,1,5,5,6,8,2,3,4,1,1,0,0,1,6,1,8,3,3,2,2,7,8,2,4,5,2,2,1,3,1,1,1,2,0,0,0,1,0,0,2,1,1,0,0,4,0,0,1,0,5,3,0,0,8,0,3,5,6,0,2,1,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,8,0,0,2,8,8,0,0,0,0,0,0,0,6,0,2,8,8,8,8,7,3,2,7,4,7,7,8,8,4,8,8,8,8,0,8,8,5,5,5,4,1,4,2,1,1,0,0,0,1,2,5,1,4,4,3,3
,,0.06,0.05,0.03,0.09,0.12,0.09,0.07,0.04,0.03,0.1,0.02,0.05,0,0,0.05,0.08,0.02,0.08,0.08,0.07,0.08,0.05,0.06,0.08,0.04,0.05,0.06,0.05,0.06,0.02,0.09,0.19,0.04,0.15,0.07,0,0,0,0.14,0,0,0.09,0.16,0.07,0,0,0.13,0,0,0.03,0,0.1,0.11,0,0,0.06,0,0.05,0.07,0.06,0,0.09,0.06,0,0.06,0,0,0,0,0,0,0,0,0.14,0,0,0.3,0,0.13,0,0,0,0.07,0,0,0.09,0.08,0.09,0,0,0,0,0,0,0,0.06,0,0.13,0.06,0.06,0.06,0.06,0.07,0.09,0.03,0.07,0.05,0.06,0.06,0.07,0.06,0.08,0.08,0.07,0.06,0.06,0,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.11,0.08,0.04,0.03,0,0,0,0.06,0.05,0.07,0.03,0.06,0.1,0.05,0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£400 - £499,8,2,2,5,2,3,5,2,7,2,4,0,1,1,3,3,2,6,3,3,0,3,6,6,1,4,4,2,2,1,3,0,2,0,1,1,0,1,1,0,0,1,1,1,0,1,2,0,1,1,3,4,1,0,0,8,0,6,2,7,2,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,5,5,0,2,2,0,0,0,0,5,0,3,8,8,8,8,4,2,3,4,4,5,5,8,8,2,5,7,8,8,0,8,7,3,4,5,1,1,3,1,0,4,0,0,0,1,4,2,2,3,2,1,3
,,0.06,0.03,0.04,0.09,0.04,0.04,0.04,0.04,0.06,0.04,0.08,0,0.1,0.07,0.16,0.05,0.05,0.06,0.09,0.07,0,0.08,0.05,0.06,0.03,0.06,0.05,0.05,0.09,0.04,0.08,0,0.11,0,0.04,0.07,0,0.06,0.16,0,0,0.04,0.11,0.08,0,0.08,0.06,0,0.11,0.06,0.07,0.08,0.03,0,0,0.06,0,0.1,0.03,0.07,0.11,0,0,0,0.07,0.53,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.08,0.06,0.06,0,0.08,0.08,0,0,0,0,0.05,0,0.25,0.06,0.06,0.06,0.06,0.04,0.07,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.04,0.05,0.06,0.06,0.06,0,0.06,0.05,0.05,0.06,0.08,0.02,0.07,0.07,0.03,0,0.16,0,0,0,0.05,0.11,0.03,0.06,0.04,0.06,0.01,0.11
,£500 - £749,8,2,3,4,4,5,6,2,4,4,1,0,1,0,0,5,1,7,3,3,1,0,8,7,3,2,6,1,1,2,2,1,0,1,1,0,0,2,0,0,0,1,1,0,0,0,1,3,0,1,3,2,2,0,0,8,0,3,5,5,1,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,1,0,0,6,6,0,1,1,0,0,0,1,7,1,0,8,8,8,8,7,2,3,7,5,7,7,8,8,3,7,8,8,8,0,7,8,1,3,4,2,0,2,0,4,1,1,0,0,1,1,4,2,6,1,4,1
,,0.05,0.03,0.06,0.07,0.08,0.07,0.05,0.05,0.04,0.09,0.02,0,0.05,0,0,0.07,0.02,0.07,0.07,0.08,0.04,0,0.07,0.07,0.07,0.03,0.07,0.03,0.03,0.06,0.08,0.18,0,0.14,0.04,0,0,0.14,0,0,0,0.07,0.13,0,0,0,0.03,0.22,0,0.04,0.09,0.03,0.08,0,0,0.05,0,0.04,0.07,0.05,0.09,0,0.05,0.42,0.05,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0.42,0,0.06,0.25,0,0,0.06,0.07,0,0.05,0.05,0,0,0,0.14,0.07,0.03,0,0.06,0.06,0.05,0.05,0.07,0.07,0.04,0.07,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.05,0,0.05,0.06,0.02,0.05,0.07,0.05,0,0.06,0,0.12,0.03,0.23,0,0,0.05,0.03,0.06,0.07,0.08,0.02,0.07,0.04
,£750 - £999,4,1,3,0,1,1,3,3,3,2,1,1,0,1,0,1,2,2,0,2,0,1,3,2,1,3,1,3,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,1,3,1,1,3,3,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,0,0,0,0,0,0,1,3,1,3,3,4,4,2,1,1,3,2,2,3,3,4,1,3,3,4,4,0,4,4,2,1,1,0,0,1,0,2,0,0,1,0,0,1,1,2,3,0,1,0
,,0.03,0.02,0.08,0,0.03,0.02,0.02,0.05,0.02,0.04,0.02,0.07,0,0.08,0,0.01,0.05,0.02,0,0.05,0,0.04,0.03,0.02,0.02,0.05,0.01,0.06,0.03,0.02,0,0,0.04,0,0.04,0.1,0,0.09,0,0,0,0,0,0.07,0,0,0.06,0,0,0.04,0,0.02,0.05,0,0.24,0.02,0.24,0.02,0.04,0.04,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.01,0,0.11,0.07,0.02,0.02,0,0,0,0,0,0,0,0.01,0.11,0.07,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0,0.03,0.03,0.03,0.02,0.02,0,0,0.02,0,0.07,0,0,0.11,0,0,0.03,0.02,0.06,0.04,0,0.02,0
,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"£1,000 - £1,449",5,2,1,3,4,5,5,1,5,0,4,0,0,0,3,2,0,5,3,0,3,3,3,5,1,4,2,3,1,1,1,0,1,0,2,1,0,0,0,0,2,0,0,1,1,0,1,1,0,0,3,2,1,0,0,5,0,5,1,5,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,2,2,0,0,0,0,3,2,0,4,5,5,5,5,1,4,5,4,5,5,2,5,1,5,4,5,5,0,5,4,4,1,2,4,1,0,2,1,1,1,0,0,0,4,1,1,5,0,5,1
,,0.04,0.03,0.03,0.05,0.09,0.07,0.05,0.02,0.05,0,0.07,0,0,0,0.16,0.03,0,0.05,0.08,0,0.11,0.08,0.02,0.05,0.02,0.06,0.02,0.07,0.03,0.02,0.02,0,0.03,0,0.07,0.08,0,0,0,0,0.22,0,0,0.07,0.1,0,0.03,0.07,0,0,0.08,0.03,0.04,0,0,0.04,0,0.07,0.01,0.05,0,0.04,0,0,0.05,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.03,0,0.08,0.06,0.01,0.01,0,0.1,0.11,0,0,0,0,0.03,0.08,0,0.03,0.04,0.04,0.04,0.05,0.03,0.06,0.05,0.05,0.05,0.04,0.02,0.04,0.02,0.05,0.03,0.04,0.04,0,0.04,0.04,0.05,0.02,0.03,0.08,0.06,0,0.09,0.03,0.04,0.22,0,0,0,0.1,0.01,0.03,0.08,0,0.08,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,
,"£1,450 - £1,999",4,3,0,2,3,3,3,1,3,1,2,0,0,0,0,3,0,4,0,2,3,0,4,4,1,3,2,2,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,4,0,0,0,4,0,2,3,3,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,3,3,0,0,0,0,0,0,0,3,0,0,4,4,4,4,4,1,3,4,3,4,4,4,4,1,4,4,4,4,0,4,4,3,3,3,2,1,1,1,1,0,0,1,0,1,1,1,2,2,2,3,0
