Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q5a. Summary Table (Top:1): Which of the following, if any, are you concerned about on behalf of your child/children aged 6 - 11?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 6 - 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,951,327,951,389,738,693,268,681,2,450,500,29,66,116,38,76,36,93,62,70,112,90,163,536,415,802,37,48,59,5,149,494,442,936,15,114,247,567
,Total,954,326,954,394,742,696,267,685,2,480,473,33,66,120,37,73,34,91,67,67,110,90,165,536,418,805,36,48,59,5,149,468,471,939,15,117,248,566
,Friendships groups,79,22,79,29,61,58,21,58,0,37,41,3,5,6,6,9,4,7,2,4,10,5,18,50,29,70,4,2,2,1,9,41,35,75,3,13,18,47
,,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0,0.08,0.09,0.1,0.08,0.05,0.15,0.12,0.11,0.08,0.03,0.06,0.09,0.05,0.11,0.09,0.07,0.09,0.1,0.04,0.04,0.21,0.06,0.09,0.07,0.08,0.2,0.11,0.07,0.08
,,,,,,,,,,,,,,,,ch,,,,,,,,,,,,,,,,,,,,,,,
,Emotional wellbeing and/or mental health issues,94,33,94,33,69,66,27,67,0,39,55,5,5,12,2,7,3,7,11,6,13,9,15,56,38,77,4,9,3,1,17,54,39,93,1,10,26,55
,,0.1,0.1,0.1,0.08,0.09,0.09,0.1,0.1,0,0.08,0.12,0.14,0.07,0.1,0.05,0.09,0.08,0.08,0.16,0.1,0.12,0.1,0.09,0.11,0.09,0.1,0.11,0.19,0.05,0.2,0.12,0.12,0.08,0.1,0.06,0.09,0.11,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,,,,,,,,,,
,Diet or eating habits,34,18,34,13,32,26,8,27,0,14,21,0,3,2,2,4,0,5,3,4,2,2,8,22,13,30,0,1,4,0,5,20,14,34,1,7,8,20
,,0.04,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0,0.03,0.04,0,0.04,0.02,0.05,0.05,0,0.06,0.05,0.06,0.02,0.02,0.05,0.04,0.03,0.04,0,0.02,0.07,0,0.03,0.04,0.03,0.04,0.06,0.06,0.03,0.03
,Learning development,36,14,36,15,31,25,11,25,0,16,20,1,3,4,1,4,0,3,4,0,8,1,7,18,18,29,3,3,1,0,7,20,16,36,0,6,8,21
,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0.03,0.04,0.04,0.04,0.03,0.03,0.05,0,0.03,0.06,0,0.07,0.01,0.04,0.03,0.04,0.04,0.09,0.06,0.02,0,0.05,0.04,0.03,0.04,0,0.05,0.03,0.04
,,,,,,,,,,,,,,,,,,,,i,,ik,,,,,,,,,,,,,,,,,
,Racism,28,11,28,15,26,18,6,22,0,16,12,0,2,2,1,2,1,5,0,0,3,5,7,15,13,20,1,3,4,0,8,12,16,28,0,9,6,12
,,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.03,0,0.03,0.03,0,0.03,0.02,0.03,0.03,0.03,0.05,0,0,0.03,0.06,0.04,0.03,0.03,0.02,0.03,0.06,0.07,0,0.05,0.03,0.03,0.03,0,0.08,0.02,0.02
,,,,,,,,,,,,,,,,,,,,,,,i,,,,,,,a,,,,,,,bc,,
,"Global issues such as climate change, war or terrorism",38,13,38,22,31,32,13,24,0,24,14,1,2,7,0,3,2,4,3,2,2,4,7,15,23,34,1,0,2,1,4,14,24,38,0,4,13,21
,,0.04,0.04,0.04,0.06,0.04,0.05,0.05,0.04,0,0.05,0.03,0.03,0.03,0.06,0,0.04,0.06,0.04,0.05,0.03,0.02,0.04,0.04,0.03,0.05,0.04,0.03,0,0.03,0.21,0.03,0.03,0.05,0.04,0,0.03,0.05,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,
,Bullying,122,42,122,35,94,77,34,88,0,57,65,7,8,12,8,9,8,11,9,11,11,15,15,81,41,108,3,6,5,1,15,61,59,120,2,10,35,75
,,0.13,0.13,0.13,0.09,0.13,0.11,0.13,0.13,0,0.12,0.14,0.21,0.12,0.1,0.21,0.12,0.22,0.12,0.13,0.16,0.1,0.17,0.09,0.15,0.1,0.13,0.08,0.13,0.08,0.2,0.1,0.13,0.13,0.13,0.12,0.09,0.14,0.13
,,,,c,,,,,,,,,,,,l,,l,,,,,,,b,,,,,,,,,,,,,,
,Stranger danger,72,26,72,26,55,49,19,53,0,35,36,2,4,5,3,5,5,11,7,8,8,7,8,41,31,61,3,3,5,0,11,38,34,72,0,6,27,38
,,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0,0.07,0.08,0.07,0.06,0.04,0.08,0.06,0.14,0.12,0.1,0.12,0.07,0.08,0.05,0.08,0.07,0.08,0.08,0.06,0.09,0,0.07,0.08,0.07,0.08,0,0.05,0.11,0.07
,,,,,,,,,,,,,,,,,,cl,l,,,,,,,,,,,,,,,,,,,c,
,Social media use,85,31,85,32,56,67,21,64,0,45,41,2,10,8,3,10,2,7,7,4,11,11,11,46,39,71,2,5,8,0,15,40,44,83,2,5,25,55
,,0.09,0.09,0.09,0.08,0.08,0.1,0.08,0.09,0,0.09,0.09,0.07,0.15,0.07,0.08,0.13,0.06,0.08,0.1,0.06,0.1,0.12,0.07,0.09,0.09,0.09,0.05,0.1,0.13,0,0.1,0.08,0.09,0.09,0.14,0.04,0.1,0.1
,,,,,,,,,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,,
,Accessing inappropriate content online,59,18,59,27,47,42,9,50,0,30,29,1,1,8,0,6,2,4,4,9,6,8,10,26,33,47,4,2,6,0,12,28,29,57,2,8,16,33
,,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.07,0,0.06,0.06,0.03,0.01,0.07,0,0.08,0.06,0.04,0.07,0.13,0.06,0.09,0.06,0.05,0.08,0.06,0.11,0.04,0.1,0,0.08,0.06,0.06,0.06,0.13,0.07,0.07,0.06
,,,,,,,,,a,,,,,,,,,,,,bdg,,b,,,,,,,,,,,,,,,,
,Sexual abuse,41,12,41,18,29,33,16,25,0,18,23,3,1,1,0,4,1,5,1,2,4,5,14,24,17,29,2,3,6,1,12,23,18,41,0,7,14,19
,,0.04,0.04,0.04,0.05,0.04,0.05,0.06,0.04,0,0.04,0.05,0.1,0.01,0.01,0,0.05,0.03,0.05,0.02,0.03,0.03,0.06,0.09,0.05,0.04,0.04,0.05,0.06,0.1,0.18,0.08,0.05,0.04,0.04,0,0.06,0.06,0.03
,,,,,,,,,,,,,,,,,,,,,,,c,bc,,,,,,a,,a,,,,,,,
,Excessive screen time,113,39,113,52,86,84,20,93,0,55,58,1,14,10,5,6,3,11,10,9,18,9,17,72,41,95,4,6,8,0,18,57,53,110,3,12,25,74
,,0.12,0.12,0.12,0.13,0.12,0.12,0.07,0.14,0,0.11,0.12,0.03,0.21,0.09,0.13,0.08,0.08,0.12,0.14,0.13,0.17,0.1,0.11,0.13,0.1,0.12,0.11,0.12,0.14,0,0.12,0.12,0.11,0.12,0.2,0.11,0.1,0.13
,,,,,,,,,a,,,,,cel,,,,,,,,,,,,,,,,,,,,,,,,,
,Violence in the community,38,15,38,14,34,23,11,25,1,22,15,1,2,3,2,1,1,7,4,2,3,3,8,22,16,33,2,1,2,0,5,17,20,38,0,7,9,20
,,0.04,0.05,0.04,0.04,0.05,0.03,0.04,0.04,0.5,0.05,0.03,0.04,0.03,0.03,0.05,0.01,0.03,0.08,0.06,0.03,0.03,0.03,0.05,0.04,0.04,0.04,0.05,0.02,0.03,0,0.03,0.04,0.04,0.04,0,0.06,0.04,0.04
,Inappropriate contact from adults online,50,15,50,25,32,46,10,39,1,31,19,4,4,5,3,4,2,5,1,3,5,3,11,26,24,46,2,0,2,0,4,19,30,49,1,6,14,29
,,0.05,0.05,0.05,0.06,0.04,0.07,0.04,0.06,0.5,0.06,0.04,0.11,0.06,0.04,0.08,0.05,0.05,0.05,0.02,0.04,0.04,0.03,0.07,0.05,0.06,0.06,0.06,0,0.04,0,0.03,0.04,0.06,0.05,0.07,0.05,0.05,0.05
,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Columns Tested: a,b,c - a,b - a,b,c - a,b - a,b,c,d,e,f,g,h,i,j,k,l - a,b - a,b,c,d,e,f - a,b,c,d - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
