Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q9_W3.7. Community and public spaces: How well do you think your local community is faring in each of the following areas?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Very well,1173,633,533,185,215,155,167,163,288,400,322,451,126,53,109,123,87,118,200,148,209,340,833,304,391,251,142,86,694,479,612,554,926,26,127,67,24,783,378,205,187,1071,70,949,200,1033,131,733,309,248,175,327,973,182,714,426
,,0.19,0.21,0.17,0.23,0.21,0.15,0.17,0.17,0.2,0.21,0.16,0.19,0.15,0.18,0.18,0.19,0.16,0.18,0.2,0.21,0.22,0.16,0.2,0.21,0.19,0.2,0.15,0.16,0.2,0.18,0.17,0.21,0.18,0.2,0.23,0.27,0.19,0.2,0.18,0.17,0.18,0.19,0.14,0.25,0.09,0.23,0.08,0.24,0.32,0.2,0.19,0.14,0.27,0.08,0.2,0.17
,,,b,,cdehi,cdeh,,,,cdeh,cdeh,,ch,,,,,,,a,ae,ae,,a,bdeg,d,de,,,deg,,,a,,,a,ab,,c,,,,b,,b,,b,,cde,acde,e,e,,b,,b,
,Fairly well,3312,1586,1712,371,496,525,551,553,817,867,1076,1370,419,145,335,344,300,365,570,369,465,1020,2292,783,1139,645,500,245,1922,1390,1905,1388,2790,63,267,113,67,2212,1063,547,533,3017,251,2094,1091,2412,863,1604,481,660,463,1263,1994,1208,1820,1373
,,0.53,0.53,0.53,0.45,0.48,0.52,0.55,0.58,0.58,0.47,0.54,0.58,0.51,0.49,0.55,0.53,0.55,0.57,0.55,0.53,0.48,0.47,0.56,0.55,0.55,0.52,0.54,0.44,0.55,0.51,0.53,0.53,0.54,0.48,0.48,0.46,0.52,0.55,0.49,0.45,0.5,0.54,0.52,0.55,0.5,0.54,0.52,0.52,0.49,0.54,0.51,0.54,0.55,0.51,0.52,0.55
,,,,,,,abg,abg,abcgh,abcgh,,abg,abcgh,,,i,i,i,abi,i,,,,a,eg,eg,e,e,,eg,e,,,cd,,,,,bcd,c,,c,,,b,,,,,,b,,b,b,,,a
,Not very well,1289,572,708,207,243,250,188,180,220,450,438,401,181,68,126,120,117,115,192,149,220,572,717,267,422,256,197,147,689,600,765,506,1044,31,134,48,25,769,499,310,248,1135,123,606,641,816,448,616,142,259,215,505,529,716,728,510
