Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q25. Summary: Agree - To what extent do you agree or disagree, if at all, with the following statements about what life is like for young people, aged 16-24, in your local community?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Young people in my community have access to educational and employment opportunities,4217,2141,2047,671,731,619,560,610,1026,1401,1179,1636,1295,2922,1071,1405,827,605,308,2477,1740,2288,1902,3461,91,385,176,91,2820,1352,717,645,3807,309,3035,1075,3389,794,2403,841,945,618,1342,2906,1220,2388,1722
,,0.47,0.5,0.44,0.57,0.49,0.43,0.39,0.44,0.5,0.53,0.41,0.48,0.42,0.5,0.53,0.47,0.46,0.44,0.37,0.5,0.43,0.45,0.5,0.46,0.55,0.54,0.58,0.57,0.49,0.43,0.4,0.42,0.47,0.44,0.55,0.34,0.52,0.33,0.54,0.6,0.53,0.49,0.4,0.55,0.36,0.48,0.48
,,,b,,bcdefghi,cdeh,d,,d,cdeh,bcdehi,,cdeh,,a,bcdefg,eg,e,e,,bcdeg,e,,a,,a,a,a,,bcd,,,,,,b,,b,,de,acde,de,e,,b,,,
,There are free activities for young people in my community to do,3091,1603,1473,556,610,525,413,391,596,1166,938,987,1017,2075,793,1011,603,448,237,1804,1288,1603,1461,2425,69,333,164,86,2072,983,567,416,2763,262,2345,684,2581,488,1930,707,734,489,854,2305,734,1895,1134
,,0.34,0.37,0.32,0.47,0.41,0.37,0.29,0.28,0.29,0.44,0.33,0.29,0.33,0.35,0.4,0.34,0.33,0.33,0.29,0.36,0.32,0.31,0.39,0.32,0.41,0.47,0.54,0.54,0.36,0.31,0.32,0.27,0.34,0.37,0.43,0.22,0.4,0.2,0.43,0.5,0.41,0.38,0.25,0.44,0.22,0.38,0.31
,,,b,,bcdefhi,cdefhi,defhi,,,,cdefhi,defi,,,a,bcdefg,e,e,,,bcdeg,,,a,,a,a,abc,a,bcd,d,d,,,,b,,b,,de,acde,e,e,,b,,b,
,Young people in my community have safe places to meet socially,3007,1574,1417,577,637,477,388,381,548,1214,865,928,966,2041,797,993,585,431,200,1790,1217,1573,1406,2328,69,356,164,78,2077,888,500,371,2687,249,2244,680,2513,466,1904,693,701,511,821,2278,671,1818,1126
,,0.34,0.36,0.31,0.49,0.43,0.33,0.27,0.27,0.27,0.46,0.3,0.27,0.31,0.35,0.4,0.34,0.32,0.32,0.24,0.36,0.3,0.31,0.37,0.31,0.41,0.5,0.54,0.49,0.36,0.28,0.28,0.24,0.33,0.35,0.41,0.22,0.39,0.2,0.43,0.49,0.39,0.4,0.24,0.43,0.2,0.36,0.31
,,,b,,bcdefhi,cdefhi,defhi,,,,cdefhi,defi,,,a,bcdefg,eg,e,e,,bcdeg,e,,a,,a,ab,ab,a,bcd,d,d,,,,b,,b,,ce,acde,e,e,,b,,b,
,There is good support for young people struggling with mental health in my community,2215,1191,1016,497,528,371,286,224,309,1025,656,534,848,1366,556,699,441,362,158,1254,961,1149,1046,1594,64,320,156,71,1480,710,436,262,1974,172,1731,436,1926,270,1508,555,550,403,506,1758,421,1474,711
,,0.25,0.28,0.22,0.42,0.35,0.26,0.2,0.16,0.15,0.39,0.23,0.16,0.27,0.23,0.28,0.24,0.24,0.26,0.19,0.25,0.24,0.22,0.28,0.21,0.38,0.45,0.51,0.45,0.26,0.23,0.25,0.17,0.24,0.24,0.31,0.14,0.3,0.11,0.34,0.4,0.31,0.32,0.15,0.33,0.13,0.3,0.2
,,,b,,bcdefghi,cdefhi,defhi,efi,,,bcdefhi,defi,,b,,bcefg,e,e,e,,e,e,,a,,a,a,abc,a,bd,d,d,,,,b,,b,,ce,acde,e,e,,b,,b,
,Young people in my community are able to influence decision making,2135,1104,1020,485,529,367,266,218,270,1014,632,488,791,1344,531,658,442,317,186,1189,946,1089,1016,1548,68,310,131,66,1397,703,443,269,1880,195,1651,437,1845,269,1497,560,561,376,444,1667,424,1462,635
